screenshot,route,subject,surface,grade,pageId,sectionIndex,sectionTotal,sectionTitle,selectionReason,matchedSignals,pass,issue,suspectFile,viewport,id
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g3-div-s3-mobile.png","/learning/book/math/g3/div","math","books-math","g3","div","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, −/-, ×, ÷, דוגמה/פתרון, משוואה","PASS","","","mobile","book-math-g3-div-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g3-div-s2-mobile.png","/learning/book/math/g3/div","math","books-math","g3","div","2","7","הסבר","מכיל שוויון","=, ×, ÷, →, משוואה","PASS","","","mobile","book-math-g3-div-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g3-div-s6-mobile.png","/learning/book/math/g3/div","math","books-math","g3","div","6","7","שימו לב!","מכיל שוויון","=, −/-, ×, ÷, משוואה","PASS","","","mobile","book-math-g3-div-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-ns_place_hundreds-s6-mobile.png","/learning/book/math/g4/ns_place_hundreds","math","books-math","g4","ns_place_hundreds","6","7","שימו לב!","מכיל שוויון","=, +, −/-, →, משוואה, 1,000","PASS","","","mobile","book-math-g4-ns_place_hundreds-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-ns_place_hundreds-s3-mobile.png","/learning/book/math/g4/ns_place_hundreds","math","books-math","g4","ns_place_hundreds","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, →, דוגמה/פתרון, משוואה, 1,000","PASS","","","mobile","book-math-g4-ns_place_hundreds-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-ns_place_hundreds-s4-mobile.png","/learning/book/math/g4/ns_place_hundreds","math","books-math","g4","ns_place_hundreds","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל טבלה","=, −/-, טבלה, דוגמה/פתרון, 1,000","PASS","","","mobile","book-math-g4-ns_place_hundreds-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-ns_place_hundreds-s2-mobile.png","/learning/book/math/g4/ns_place_hundreds","math","books-math","g4","ns_place_hundreds","2","7","הסבר","מכיל שוויון","=, +, −/-, משוואה, 1,000","PASS","","","mobile","book-math-g4-ns_place_hundreds-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-cmp-s2-mobile.png","/learning/book/math/g4/cmp","math","books-math","g4","cmp","2","7","הסבר","מכיל שוויון","=, −/-, < >, →, 1,000","PASS","","","mobile","book-math-g4-cmp-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-cmp-s5-mobile.png","/learning/book/math/g4/cmp","math","books-math","g4","cmp","5","7","נסו בעצמכם","מכיל שוויון","=, −/-, < >, 1,000","PASS","","","mobile","book-math-g4-cmp-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-cmp-s3-mobile.png","/learning/book/math/g4/cmp","math","books-math","g4","cmp","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, < >, דוגמה/פתרון, 1,000","PASS","","","mobile","book-math-g4-cmp-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-cmp-s4-mobile.png","/learning/book/math/g4/cmp","math","books-math","g4","cmp","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, < >, דוגמה/פתרון, 1,000","PASS","","","mobile","book-math-g4-cmp-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-mul_vertical-s2-mobile.png","/learning/book/math/g4/mul_vertical","math","books-math","g4","mul_vertical","2","7","הסבר","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, −/-, ×, →, דוגמה/פתרון, משוואה","PASS","","","mobile","book-math-g4-mul_vertical-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-mul_vertical-s4-mobile.png","/learning/book/math/g4/mul_vertical","math","books-math","g4","mul_vertical","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, ×, →, תרגיל, דוגמה/פתרון, משוואה","PASS","","","mobile","book-math-g4-mul_vertical-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-mul_vertical-s6-mobile.png","/learning/book/math/g4/mul_vertical","math","books-math","g4","mul_vertical","6","7","שימו לב!","מכיל שוויון","=, +, −/-, ×, →, משוואה","PASS","","","mobile","book-math-g4-mul_vertical-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-mul_vertical-s3-mobile.png","/learning/book/math/g4/mul_vertical","math","books-math","g4","mul_vertical","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, ×, →, דוגמה/פתרון, משוואה","REVIEW","unisolated-math-in-prose","lib/bidi/mixed-hebrew-math-runs.js; components/learning-book/MixedHebrewMathText.js","mobile","book-math-g4-mul_vertical-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-add_three-s4-mobile.png","/learning/book/math/g4/add_three","math","books-math","g4","add_three","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, −/-, תרגיל, דוגמה/פתרון, משוואה, 1,000","PASS","","","mobile","book-math-g4-add_three-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-add_three-s2-mobile.png","/learning/book/math/g4/add_three","math","books-math","g4","add_three","2","7","הסבר","מכיל שוויון","=, +, −/-, →, משוואה","PASS","","","mobile","book-math-g4-add_three-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-add_three-s3-mobile.png","/learning/book/math/g4/add_three","math","books-math","g4","add_three","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, דוגמה/פתרון, משוואה, 1,000","PASS","","","mobile","book-math-g4-add_three-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-add_three-s6-mobile.png","/learning/book/math/g4/add_three","math","books-math","g4","add_three","6","7","שימו לב!","מכיל שוויון","=, +, −/-, משוואה","PASS","","","mobile","book-math-g4-add_three-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-div-s3-mobile.png","/learning/book/math/g4/div","math","books-math","g4","div","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, −/-, ×, ÷, דוגמה/פתרון, משוואה","PASS","","","mobile","book-math-g4-div-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-div-s4-mobile.png","/learning/book/math/g4/div","math","books-math","g4","div","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, −/-, ×, ÷, תרגיל, דוגמה/פתרון, משוואה","PASS","","","mobile","book-math-g4-div-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-div-s2-mobile.png","/learning/book/math/g4/div","math","books-math","g4","div","2","7","הסבר","מכיל שוויון","=, ×, ÷, →, משוואה","PASS","","","mobile","book-math-g4-div-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g4-div-s6-mobile.png","/learning/book/math/g4/div","math","books-math","g4","div","6","7","שימו לב!","מכיל שוויון","=, −/-, ×, ÷, משוואה","PASS","","","mobile","book-math-g4-div-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-frac_add_sub-s2-mobile.png","/learning/book/math/g5/frac_add_sub","math","books-math","g5","frac_add_sub","2","7","הסבר","מכיל שוויון","=, +, −/-, ÷, →, משוואה, שבר","PASS","","","mobile","book-math-g5-frac_add_sub-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-frac_add_sub-s4-mobile.png","/learning/book/math/g5/frac_add_sub","math","books-math","g5","frac_add_sub","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, ÷, תרגיל, דוגמה/פתרון, משוואה, שבר","PASS","","","mobile","book-math-g5-frac_add_sub-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-frac_add_sub-s6-mobile.png","/learning/book/math/g5/frac_add_sub","math","books-math","g5","frac_add_sub","6","7","שימו לב!","מכיל שוויון","=, +, −/-, ÷, משוואה, שבר","PASS","","","mobile","book-math-g5-frac_add_sub-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-frac_add_sub-s3-mobile.png","/learning/book/math/g5/frac_add_sub","math","books-math","g5","frac_add_sub","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, −/-, ÷, דוגמה/פתרון, משוואה, שבר","PASS","","","mobile","book-math-g5-frac_add_sub-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-perc_part_of-s2-mobile.png","/learning/book/math/g5/perc_part_of","math","books-math","g5","perc_part_of","2","7","הסבר","מכיל שוויון","=, −/-, ×, ÷, %, משוואה, שבר","PASS","","","mobile","book-math-g5-perc_part_of-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-perc_part_of-s4-mobile.png","/learning/book/math/g5/perc_part_of","math","books-math","g5","perc_part_of","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, −/-, ÷, %, דוגמה/פתרון, משוואה","PASS","","","mobile","book-math-g5-perc_part_of-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-perc_part_of-s6-mobile.png","/learning/book/math/g5/perc_part_of","math","books-math","g5","perc_part_of","6","7","שימו לב!","מכיל שוויון","=, −/-, ÷, %, משוואה","PASS","","","mobile","book-math-g5-perc_part_of-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-perc_part_of-s5-mobile.png","/learning/book/math/g5/perc_part_of","math","books-math","g5","perc_part_of","5","7","נסו בעצמכם","מכיל שוויון","=, −/-, ÷, %, שבר","PASS","","","mobile","book-math-g5-perc_part_of-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-cmp-s3-mobile.png","/learning/book/math/g5/cmp","math","books-math","g5","cmp","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, −/-, < >, →, דוגמה/פתרון, 1,000","PASS","","","mobile","book-math-g5-cmp-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-cmp-s2-mobile.png","/learning/book/math/g5/cmp","math","books-math","g5","cmp","2","7","הסבר","מכיל שוויון","=, −/-, < >, →, 1,000","PASS","","","mobile","book-math-g5-cmp-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-cmp-s7-mobile.png","/learning/book/math/g5/cmp","math","books-math","g5","cmp","7","7","בואו נתרגל","מכיל תרגילים/דוגמאות; מכיל שוויון","=, < >, תרגיל, 1,000","PASS","","","mobile","book-math-g5-cmp-s7"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-cmp-s4-mobile.png","/learning/book/math/g5/cmp","math","books-math","g5","cmp","4","7","בואו נפתור","מכיל תרגילים/דוגמאות","−/-, < >, דוגמה/פתרון, 1,000","PASS","","","mobile","book-math-g5-cmp-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-mul-s3-mobile.png","/learning/book/math/g5/mul","math","books-math","g5","mul","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, −/-, ×, ÷, דוגמה/פתרון, משוואה, 1,000","PASS","","","mobile","book-math-g5-mul-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-mul-s5-mobile.png","/learning/book/math/g5/mul","math","books-math","g5","mul","5","7","נסו בעצמכם","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, −/-, ×, תרגיל, משוואה","PASS","","","mobile","book-math-g5-mul-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-mul-s4-mobile.png","/learning/book/math/g5/mul","math","books-math","g5","mul","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, ×, תרגיל, דוגמה/פתרון, משוואה","PASS","","","mobile","book-math-g5-mul-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-mul-s6-mobile.png","/learning/book/math/g5/mul","math","books-math","g5","mul","6","7","שימו לב!","מכיל שוויון","=, +, −/-, ×, משוואה","PASS","","","mobile","book-math-g5-mul-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-add_three-s4-mobile.png","/learning/book/math/g5/add_three","math","books-math","g5","add_three","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, תרגיל, דוגמה/פתרון, משוואה, 1,000","PASS","","","mobile","book-math-g5-add_three-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-add_three-s2-mobile.png","/learning/book/math/g5/add_three","math","books-math","g5","add_three","2","7","הסבר","מכיל שוויון","=, +, −/-, משוואה, 1,000","PASS","","","mobile","book-math-g5-add_three-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-add_three-s6-mobile.png","/learning/book/math/g5/add_three","math","books-math","g5","add_three","6","7","שימו לב!","מכיל שוויון","=, +, −/-, משוואה, 1,000","PASS","","","mobile","book-math-g5-add_three-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g5-add_three-s3-mobile.png","/learning/book/math/g5/add_three","math","books-math","g5","add_three","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, דוגמה/פתרון, משוואה, 1,000","PASS","","","mobile","book-math-g5-add_three-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-ns_place_hundreds-s3-mobile.png","/learning/book/math/g6/ns_place_hundreds","math","books-math","g6","ns_place_hundreds","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, −/-, →, דוגמה/פתרון, משוואה, 1,000","PASS","","","mobile","book-math-g6-ns_place_hundreds-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-ns_place_hundreds-s4-mobile.png","/learning/book/math/g6/ns_place_hundreds","math","books-math","g6","ns_place_hundreds","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, −/-, ×, דוגמה/פתרון, משוואה, 1,000","PASS","","","mobile","book-math-g6-ns_place_hundreds-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-ns_place_hundreds-s6-mobile.png","/learning/book/math/g6/ns_place_hundreds","math","books-math","g6","ns_place_hundreds","6","7","שימו לב!","מכיל שוויון","=, −/-, →, 1,000","PASS","","","mobile","book-math-g6-ns_place_hundreds-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-ns_place_hundreds-s2-mobile.png","/learning/book/math/g6/ns_place_hundreds","math","books-math","g6","ns_place_hundreds","2","7","הסבר","מכיל שוויון","=, +, 1,000","PASS","","","mobile","book-math-g6-ns_place_hundreds-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-frac_multiply-s4-mobile.png","/learning/book/math/g6/frac_multiply","math","books-math","g6","frac_multiply","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, ×, ÷, →, דוגמה/פתרון, משוואה, שבר","PASS","","","mobile","book-math-g6-frac_multiply-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-frac_multiply-s6-mobile.png","/learning/book/math/g6/frac_multiply","math","books-math","g6","frac_multiply","6","7","שימו לב!","מכיל שוויון","=, −/-, ×, ÷, משוואה, שבר","PASS","","","mobile","book-math-g6-frac_multiply-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-frac_multiply-s3-mobile.png","/learning/book/math/g6/frac_multiply","math","books-math","g6","frac_multiply","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, ×, ÷, דוגמה/פתרון, משוואה, שבר","PASS","","","mobile","book-math-g6-frac_multiply-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-frac_multiply-s5-mobile.png","/learning/book/math/g6/frac_multiply","math","books-math","g6","frac_multiply","5","7","נסו בעצמכם","מכיל תרגילים/דוגמאות; מכיל שוויון","=, ×, ÷, תרגיל, משוואה, שבר","PASS","","","mobile","book-math-g6-frac_multiply-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-perc_part_of-s2-mobile.png","/learning/book/math/g6/perc_part_of","math","books-math","g6","perc_part_of","2","7","הסבר","מכיל שוויון","=, −/-, ×, ÷, %, משוואה, עשרוני, שבר","PASS","","","mobile","book-math-g6-perc_part_of-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-perc_part_of-s4-mobile.png","/learning/book/math/g6/perc_part_of","math","books-math","g6","perc_part_of","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, −/-, ×, ÷, %, דוגמה/פתרון, משוואה, 1,000","PASS","","","mobile","book-math-g6-perc_part_of-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-perc_part_of-s6-mobile.png","/learning/book/math/g6/perc_part_of","math","books-math","g6","perc_part_of","6","7","שימו לב!","מכיל שוויון","=, −/-, ×, ÷, %, משוואה","PASS","","","mobile","book-math-g6-perc_part_of-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-perc_part_of-s5-mobile.png","/learning/book/math/g6/perc_part_of","math","books-math","g6","perc_part_of","5","7","נסו בעצמכם","מכיל תרגילים/דוגמאות; מכיל שוויון","=, −/-, ×, ÷, %, תרגיל","PASS","","","mobile","book-math-g6-perc_part_of-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-cmp-s2-mobile.png","/learning/book/math/g6/cmp","math","books-math","g6","cmp","2","7","הסבר","מכיל שוויון","=, −/-, < >, →, 1,000","PASS","","","mobile","book-math-g6-cmp-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-cmp-s3-mobile.png","/learning/book/math/g6/cmp","math","books-math","g6","cmp","3","7","דוגמה","מכיל תרגילים/דוגמאות","< >, →, דוגמה/פתרון, 1,000","PASS","","","mobile","book-math-g6-cmp-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-cmp-s6-mobile.png","/learning/book/math/g6/cmp","math","books-math","g6","cmp","6","7","שימו לב!","תוכן מעורב עברית+מתמטיקה","−/-, < >, 1,000","PASS","","","mobile","book-math-g6-cmp-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-cmp-s4-mobile.png","/learning/book/math/g6/cmp","math","books-math","g6","cmp","4","7","בואו נפתור","מכיל תרגילים/דוגמאות","< >, דוגמה/פתרון, 1,000","PASS","","","mobile","book-math-g6-cmp-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-mul-s6-mobile.png","/learning/book/math/g6/mul","math","books-math","g6","mul","6","7","שימו לב!","מכיל שוויון","=, +, −/-, ×, ÷, →, משוואה","PASS","","","mobile","book-math-g6-mul-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-mul-s5-mobile.png","/learning/book/math/g6/mul","math","books-math","g6","mul","5","7","נסו בעצמכם","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, −/-, ×, תרגיל, משוואה","PASS","","","mobile","book-math-g6-mul-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-mul-s3-mobile.png","/learning/book/math/g6/mul","math","books-math","g6","mul","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, +, ×, דוגמה/פתרון, משוואה","PASS","","","mobile","book-math-g6-mul-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-math-g6-mul-s2-mobile.png","/learning/book/math/g6/mul","math","books-math","g6","mul","2","7","הסבר","מכיל שוויון","=, +, ×, משוואה","PASS","","","mobile","book-math-g6-mul-s2"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g1-shapes_basic_square-s3-mobile.png","/learning/book/geometry/g1/shapes_basic_square","geometry","books-geometry","g1","shapes_basic_square","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל יחידות מדידה","−/-, סמ״ר/מ״ר, דוגמה/פתרון","PASS","","","mobile","book-geometry-g1-shapes_basic_square-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g1-shapes_basic_square-s6-mobile.png","/learning/book/geometry/g1/shapes_basic_square","geometry","books-geometry","g1","shapes_basic_square","6","7","שימו לב!","מכיל יחידות מדידה","−/-, סמ״ר/מ״ר","PASS","","","mobile","book-geometry-g1-shapes_basic_square-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g1-shapes_basic_square-s2-mobile.png","/learning/book/geometry/g1/shapes_basic_square","geometry","books-geometry","g1","shapes_basic_square","2","7","הסבר","מכיל יחידות מדידה","סמ״ר/מ״ר","PASS","","","mobile","book-geometry-g1-shapes_basic_square-s2"
"","/learning/book/geometry/g1/shapes_basic_rectangle","geometry","books-geometry","g1","shapes_basic_rectangle","0","7","","לא נמצאו עמודי תוכן עם מתמטיקה/יחידות/תרגילים","","SKIP","נסרקו 7 עמודים — אף אחד לא עבר סף RTL","","mobile","book-geometry-g1-shapes_basic_rectangle-none"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g2-square_area-s3-mobile.png","/learning/book/geometry/g2/square_area","geometry","books-geometry","g2","square_area","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון","=, −/-, ×, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g2-square_area-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g2-square_area-s4-mobile.png","/learning/book/geometry/g2/square_area","geometry","books-geometry","g2","square_area","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון","=, ×, דוגמה/פתרון, משוואה","PASS","","","mobile","book-geometry-g2-square_area-s4"
