export txt|source markdown|section block|can sync|note
exports/audio-text/books/english/english-g4/pages/page-006.txt|docs/learning-book/english/g4/drafts/vocab_animals.md|## 6. בואו נבדוק יחד (topicId=vocab_animals, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-013.txt|docs/learning-book/english/g4/drafts/vocab_body.md|## 6. בואו נבדוק יחד (topicId=vocab_body, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-015.txt|docs/learning-book/english/g4/drafts/vocab_emotions.md|## 1. מה לומדים? (topicId=vocab_emotions, section 1/7, UI title: מה לומדים?)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-016.txt|docs/learning-book/english/g4/drafts/vocab_emotions.md|## 2. הסבר (topicId=vocab_emotions, section 2/7, UI title: הסבר)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-017.txt|docs/learning-book/english/g4/drafts/vocab_emotions.md|## 3. דוגמה (topicId=vocab_emotions, section 3/7, UI title: דוגמה)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-018.txt|docs/learning-book/english/g4/drafts/vocab_emotions.md|## 4. בואו נפתור (topicId=vocab_emotions, section 4/7, UI title: בואו נפתור)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-020.txt|docs/learning-book/english/g4/drafts/vocab_emotions.md|## 6. בואו נבדוק יחד (topicId=vocab_emotions, section 6/7, UI title: בואו נבדוק יחד)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-027.txt|docs/learning-book/english/g4/drafts/vocab_family.md|## 6. בואו נבדוק יחד (topicId=vocab_family, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-034.txt|docs/learning-book/english/g4/drafts/vocab_food.md|## 6. בואו נבדוק יחד (topicId=vocab_food, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-037.txt|docs/learning-book/english/g4/drafts/vocab_school.md|## 2. הסבר (topicId=vocab_school, section 2/7, UI title: הסבר)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-041.txt|docs/learning-book/english/g4/drafts/vocab_school.md|## 6. בואו נבדוק יחד (topicId=vocab_school, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-048.txt|docs/learning-book/english/g4/drafts/vocab_sports.md|## 6. בואו נבדוק יחד (topicId=vocab_sports, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-055.txt|docs/learning-book/english/g4/drafts/vocab_weather.md|## 6. בואו נבדוק יחד (topicId=vocab_weather, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-062.txt|docs/learning-book/english/g4/drafts/vocab_community.md|## 6. בואו נבדוק יחד (topicId=vocab_community, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-065.txt|docs/learning-book/english/g4/drafts/vocab_environment.md|## 2. הסבר (topicId=vocab_environment, section 2/7, UI title: הסבר)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-069.txt|docs/learning-book/english/g4/drafts/vocab_environment.md|## 6. בואו נבדוק יחד (topicId=vocab_environment, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-083.txt|docs/learning-book/english/g4/drafts/grammar_present_simple.md|## 6. בואו נבדוק יחד (topicId=grammar_present_simple, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-085.txt|docs/learning-book/english/g4/drafts/grammar_simple_continuous.md|## 1. מה לומדים? (topicId=grammar_simple_continuous, section 1/7, UI title: מה לומדים?)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-090.txt|docs/learning-book/english/g4/drafts/grammar_simple_continuous.md|## 6. בואו נבדוק יחד (topicId=grammar_simple_continuous, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-097.txt|docs/learning-book/english/g4/drafts/grammar_quantifiers.md|## 6. בואו נבדוק יחד (topicId=grammar_quantifiers, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-098.txt|docs/learning-book/english/g4/drafts/grammar_quantifiers.md|## 7. בואו נתרגל! (topicId=grammar_quantifiers, section 7/7, UI title: בואו נתרגל)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-106.txt|docs/learning-book/english/g4/drafts/sentence_routine.md|## 1. מה לומדים? (topicId=sentence_routine, section 1/7, UI title: מה לומדים?)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-107.txt|docs/learning-book/english/g4/drafts/sentence_routine.md|## 2. הסבר (topicId=sentence_routine, section 2/7, UI title: הסבר)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-108.txt|docs/learning-book/english/g4/drafts/sentence_routine.md|## 3. דוגמה (topicId=sentence_routine, section 3/7, UI title: דוגמה)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-109.txt|docs/learning-book/english/g4/drafts/sentence_routine.md|## 4. בואו נפתור (topicId=sentence_routine, section 4/7, UI title: בואו נפתור)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-111.txt|docs/learning-book/english/g4/drafts/sentence_routine.md|## 6. בואו נבדוק יחד (topicId=sentence_routine, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g4/pages/page-120.txt|docs/learning-book/english/g4/drafts/translation_hobbies.md|## 1. מה לומדים? (topicId=translation_hobbies, section 1/7, UI title: מה לומדים?)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-121.txt|docs/learning-book/english/g4/drafts/translation_hobbies.md|## 2. הסבר (topicId=translation_hobbies, section 2/7, UI title: הסבר)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-122.txt|docs/learning-book/english/g4/drafts/translation_hobbies.md|## 3. דוגמה (topicId=translation_hobbies, section 3/7, UI title: דוגמה)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-123.txt|docs/learning-book/english/g4/drafts/translation_hobbies.md|## 4. בואו נפתור (topicId=translation_hobbies, section 4/7, UI title: בואו נפתור)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-125.txt|docs/learning-book/english/g4/drafts/translation_hobbies.md|## 6. בואו נבדוק יחד (topicId=translation_hobbies, section 6/7, UI title: בואו נבדוק יחד)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g4/pages/page-126.txt|docs/learning-book/english/g4/drafts/translation_hobbies.md|## 7. בואו נתרגל! (topicId=translation_hobbies, section 7/7, UI title: בואו נתרגל)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g5/pages/page-006.txt|docs/learning-book/english/g5/drafts/vocab_animals.md|## 6. בואו נבדוק יחד (topicId=vocab_animals, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-013.txt|docs/learning-book/english/g5/drafts/vocab_community.md|## 6. בואו נבדוק יחד (topicId=vocab_community, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-020.txt|docs/learning-book/english/g5/drafts/vocab_emotions.md|## 6. בואו נבדוק יחד (topicId=vocab_emotions, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-027.txt|docs/learning-book/english/g5/drafts/vocab_environment.md|## 6. בואו נבדוק יחד (topicId=vocab_environment, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-034.txt|docs/learning-book/english/g5/drafts/vocab_family.md|## 6. בואו נבדוק יחד (topicId=vocab_family, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-041.txt|docs/learning-book/english/g5/drafts/vocab_food.md|## 6. בואו נבדוק יחד (topicId=vocab_food, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-043.txt|docs/learning-book/english/g5/drafts/vocab_school.md|## 1. מה לומדים? (topicId=vocab_school, section 1/7, UI title: מה לומדים?)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g5/pages/page-044.txt|docs/learning-book/english/g5/drafts/vocab_school.md|## 2. הסבר (topicId=vocab_school, section 2/7, UI title: הסבר)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g5/pages/page-045.txt|docs/learning-book/english/g5/drafts/vocab_school.md|## 3. דוגמה (topicId=vocab_school, section 3/7, UI title: דוגמה)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g5/pages/page-046.txt|docs/learning-book/english/g5/drafts/vocab_school.md|## 4. בואו נפתור (topicId=vocab_school, section 4/7, UI title: בואו נפתור)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g5/pages/page-048.txt|docs/learning-book/english/g5/drafts/vocab_school.md|## 6. בואו נבדוק יחד (topicId=vocab_school, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-049.txt|docs/learning-book/english/g5/drafts/vocab_school.md|## 7. בואו נתרגל! (topicId=vocab_school, section 7/7, UI title: בואו נתרגל)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g5/pages/page-055.txt|docs/learning-book/english/g5/drafts/vocab_sports.md|## 6. בואו נבדוק יחד (topicId=vocab_sports, section 6/7, UI title: בואו נבדוק יחד)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g5/pages/page-069.txt|docs/learning-book/english/g5/drafts/vocab_health.md|## 6. בואו נבדוק יחד (topicId=vocab_health, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-075.txt|docs/learning-book/english/g5/drafts/vocab_technology.md|## 5. נסו בעצמכם (topicId=vocab_technology, section 5/7, UI title: נסו בעצמכם)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g5/pages/page-076.txt|docs/learning-book/english/g5/drafts/vocab_technology.md|## 6. בואו נבדוק יחד (topicId=vocab_technology, section 6/7, UI title: בואו נבדוק יחד)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g5/pages/page-083.txt|docs/learning-book/english/g5/drafts/grammar_past_simple.md|## 6. בואו נבדוק יחד (topicId=grammar_past_simple, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-090.txt|docs/learning-book/english/g5/drafts/grammar_future_forms.md|## 6. בואו נבדוק יחד (topicId=grammar_future_forms, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-093.txt|docs/learning-book/english/g5/drafts/grammar_modals.md|## 2. הסבר (topicId=grammar_modals, section 2/7, UI title: הסבר)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13, PASS14
exports/audio-text/books/english/english-g5/pages/page-100.txt|docs/learning-book/english/g5/drafts/grammar_comparatives.md|## 2. הסבר (topicId=grammar_comparatives, section 2/7, UI title: הסבר)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-104.txt|docs/learning-book/english/g5/drafts/grammar_comparatives.md|## 6. בואו נבדוק יחד (topicId=grammar_comparatives, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-106.txt|docs/learning-book/english/g5/drafts/grammar_quantifiers.md|## 1. מה לומדים? (topicId=grammar_quantifiers, section 1/7, UI title: מה לומדים?)|partial|בדיקה לפי export מ-md מול txt מתוקן; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-118.txt|docs/learning-book/english/g5/drafts/sentence_narrative.md|## 6. בואו נבדוק יחד (topicId=sentence_narrative, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-125.txt|docs/learning-book/english/g5/drafts/sentence_advanced.md|## 6. בואו נבדוק יחד (topicId=sentence_advanced, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g5/pages/page-146.txt|docs/learning-book/english/g5/drafts/translation_global.md|## 6. בואו נבדוק יחד (topicId=translation_global, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-002.txt|docs/learning-book/english/g6/drafts/vocab_animals.md|## 2. הסבר (topicId=vocab_animals, section 2/7, UI title: הסבר)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-006.txt|docs/learning-book/english/g6/drafts/vocab_animals.md|## 6. בואו נבדוק יחד (topicId=vocab_animals, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-013.txt|docs/learning-book/english/g6/drafts/vocab_community.md|## 6. בואו נבדוק יחד (topicId=vocab_community, section 6/7, UI title: בואו נבדוק יחד)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-016.txt|docs/learning-book/english/g6/drafts/vocab_emotions.md|## 2. הסבר (topicId=vocab_emotions, section 2/7, UI title: הסבר)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-020.txt|docs/learning-book/english/g6/drafts/vocab_emotions.md|## 6. בואו נבדוק יחד (topicId=vocab_emotions, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-027.txt|docs/learning-book/english/g6/drafts/vocab_environment.md|## 6. בואו נבדוק יחד (topicId=vocab_environment, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-030.txt|docs/learning-book/english/g6/drafts/vocab_health.md|## 2. הסבר (topicId=vocab_health, section 2/7, UI title: הסבר)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-034.txt|docs/learning-book/english/g6/drafts/vocab_health.md|## 6. בואו נבדוק יחד (topicId=vocab_health, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-036.txt|docs/learning-book/english/g6/drafts/vocab_technology.md|## 1. מה לומדים? (topicId=vocab_technology, section 1/7, UI title: מה לומדים?)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-037.txt|docs/learning-book/english/g6/drafts/vocab_technology.md|## 2. הסבר (topicId=vocab_technology, section 2/7, UI title: הסבר)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-038.txt|docs/learning-book/english/g6/drafts/vocab_technology.md|## 3. דוגמה (topicId=vocab_technology, section 3/7, UI title: דוגמה)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-039.txt|docs/learning-book/english/g6/drafts/vocab_technology.md|## 4. בואו נפתור (topicId=vocab_technology, section 4/7, UI title: בואו נפתור)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-040.txt|docs/learning-book/english/g6/drafts/vocab_technology.md|## 5. נסו בעצמכם (topicId=vocab_technology, section 5/7, UI title: נסו בעצמכם)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-041.txt|docs/learning-book/english/g6/drafts/vocab_technology.md|## 6. בואו נבדוק יחד (topicId=vocab_technology, section 6/7, UI title: בואו נבדוק יחד)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-042.txt|docs/learning-book/english/g6/drafts/vocab_technology.md|## 7. בואו נתרגל! (topicId=vocab_technology, section 7/7, UI title: בואו נתרגל)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-062.txt|docs/learning-book/english/g6/drafts/vocab_global_issues.md|## 6. בואו נבדוק יחד (topicId=vocab_global_issues, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-069.txt|docs/learning-book/english/g6/drafts/vocab_history.md|## 6. בואו נבדוק יחד (topicId=vocab_history, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-072.txt|docs/learning-book/english/g6/drafts/grammar_complex_tenses.md|## 2. הסבר (topicId=grammar_complex_tenses, section 2/7, UI title: הסבר)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-076.txt|docs/learning-book/english/g6/drafts/grammar_complex_tenses.md|## 6. בואו נבדוק יחד (topicId=grammar_complex_tenses, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-082.txt|docs/learning-book/english/g6/drafts/grammar_conditionals.md|## 5. נסו בעצמכם (topicId=grammar_conditionals, section 5/7, UI title: נסו בעצמכם)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-083.txt|docs/learning-book/english/g6/drafts/grammar_conditionals.md|## 6. בואו נבדוק יחד (topicId=grammar_conditionals, section 6/7, UI title: בואו נבדוק יחד)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-085.txt|docs/learning-book/english/g6/drafts/grammar_modals.md|## 1. מה לומדים? (topicId=grammar_modals, section 1/7, UI title: מה לומדים?)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-092.txt|docs/learning-book/english/g6/drafts/grammar_comparatives.md|## 1. מה לומדים? (topicId=grammar_comparatives, section 1/7, UI title: מה לומדים?)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-097.txt|docs/learning-book/english/g6/drafts/grammar_comparatives.md|## 6. בואו נבדוק יחד (topicId=grammar_comparatives, section 6/7, UI title: בואו נבדוק יחד)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-104.txt|docs/learning-book/english/g6/drafts/sentence_advanced.md|## 6. בואו נבדוק יחד (topicId=sentence_advanced, section 6/7, UI title: בואו נבדוק יחד)|yes|החלפת שורה/ביטוי מדויק — from קיים ב-body של section; passes: PASS13
exports/audio-text/books/english/english-g6/pages/page-113.txt|docs/learning-book/english/g6/drafts/translation_global.md|## 1. מה לומדים? (topicId=translation_global, section 1/7, UI title: מה לומדים?)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-114.txt|docs/learning-book/english/g6/drafts/translation_global.md|## 2. הסבר (topicId=translation_global, section 2/7, UI title: הסבר)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-115.txt|docs/learning-book/english/g6/drafts/translation_global.md|## 3. דוגמה (topicId=translation_global, section 3/7, UI title: דוגמה)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-116.txt|docs/learning-book/english/g6/drafts/translation_global.md|## 4. בואו נפתור (topicId=translation_global, section 4/7, UI title: בואו נפתור)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
exports/audio-text/books/english/english-g6/pages/page-118.txt|docs/learning-book/english/g6/drafts/translation_global.md|## 6. בואו נבדוק יחד (topicId=translation_global, section 6/7, UI title: בואו נבדוק יחד)|partial|החלפת עמוד מלא ב-export — צריך לעדכן body של section במקור, לא להדביק txt; passes: PASS12
