row_number,id,audience,source_file,source_line,surface,section,decision_type,engine_meaning_plain_he,before_in_context,context_confidence,notes
73,SD-HE-01201,parent,utils/parent-copilot/llm-orchestrator.js,148,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק meaning: הסבר בקצרה למה זה חיובי, ע\""פ ה-FACTS_JSON.interpretation. אפשר להזכיר אחוז דיוק אחד.",high,
74,SD-HE-01206,parent,utils/parent-copilot/llm-orchestrator.js,155,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק observation: התחל בניסוח ישיר כמו 'התחום שדורש חיזוק כרגע הוא...' או 'התחומים שדורשים חיזוק הם...' — ציין 1–2 תחומים ספציפיים מה-FACTS_JSON.observation.",high,
75,SD-HE-01209,parent,utils/parent-copilot/llm-orchestrator.js,156,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק meaning: הסבר בשפה רגועה, ללא מילים מפחידות, ע\""פ ה-FACTS_JSON.interpretation.",high,
76,SD-HE-01212,parent,utils/parent-copilot/llm-orchestrator.js,161,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: השאלה היא על מה הכי חשוב לתרגל השבוע. חובה למלא את המבנה הבא (ניסוח טבעי, שמות נושאים מלאים מ-FACTS_JSON.observation בלבד):",high,
77,SD-HE-01214,parent,utils/parent-copilot/llm-orchestrator.js,162,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק observation — משפט פתיחה ישיר במבנה: ""השבוע כדאי להתמקד בעיקר ב-[שם נושא מלא] וב-[שם נושא מלא נוסף כשיש].""",high,
78,SD-HE-01215,parent,utils/parent-copilot/llm-orchestrator.js,163,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק meaning — משפט קצר אחד להסבר למה חשוב להתמקד בכל תחום שציינת (אם יש שני תחומים — שני משפטים קצרים).",high,
79,SD-HE-01217,parent,utils/parent-copilot/llm-orchestrator.js,164,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: חובה לכלול משפט פעולה ביתית מעשית (בתוך meaning, או משפט נוסף באותו בלוק): ""מומלץ לתרגל בערך 10 דקות, 3 פעמים בשבוע, עם 5–8 שאלות קצרות בכל פעם.""",high,
80,SD-HE-01218,parent,utils/parent-copilot/llm-orchestrator.js,165,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אם FACTS_JSON מאפשר בלוק next_step — אפשר לשים שם את משפט הפעולה; אם לא — עדיין חובה את אותו משפט (או ניסוח קרוב עם 10 דקות, 3 פעמים, 5–8 שאלות, תרגול קצר, בכל פעם) בתוך הטקסט.",high,
81,SD-HE-01224,parent,utils/parent-copilot/llm-orchestrator.js,173,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק observation: התחל ב'בבית כדאי לתרגל...' — ציין נושא ספציפי מה-FACTS_JSON.observation.",high,
82,SD-HE-01226,parent,utils/parent-copilot/llm-orchestrator.js,174,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק meaning: תוכנית מעשית קצרה: 5–10 דקות ביום, איזה נושא, סוג התרגול.",high,
83,SD-HE-01227,parent,utils/parent-copilot/llm-orchestrator.js,176,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק next_step: צעד ספציפי אחד פשוט לביצוע (לפי FACTS_JSON.action).",high,
84,SD-HE-01228,parent,utils/parent-copilot/llm-orchestrator.js,177,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אסור לכלול בלוק next_step.",high,
85,SD-HE-01233,parent,utils/parent-copilot/llm-orchestrator.js,183,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק observation: התחל ב'בשלב הזה...' — סקירה רגועה של מצב הדוח לפי FACTS_JSON.observation.",high,
86,SD-HE-01235,parent,utils/parent-copilot/llm-orchestrator.js,184,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק meaning: הסבר מה המצב ומה הצעד הבא המומלץ, לפי FACTS_JSON.interpretation.",high,
87,SD-HE-01237,parent,utils/parent-copilot/llm-orchestrator.js,186,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אם cannotConcludeYet=false — הדגש שאין סיבה לדאגה גדולה.",high,
88,SD-HE-01239,parent,utils/parent-copilot/llm-orchestrator.js,192,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק observation: ציין רק מה שמופיע על הנושא הספציפי ב-FACTS_JSON.observation.",high,
89,SD-HE-01240,parent,utils/parent-copilot/llm-orchestrator.js,193,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק meaning: הסבר מה המשמעות; כל הצעה מעשית קצרה מותרת כאן או במשפט נוסף באותו בלוק — לפי FACTS_JSON.interpretation/action רק אם מופיעים שם.",high,
90,SD-HE-01242,parent,utils/parent-copilot/llm-orchestrator.js,196,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אופציונלי: בלוק next_step — צעד ביתי קצר אחד לפי FACTS_JSON.action בלבד.",high,
91,SD-HE-01243,parent,utils/parent-copilot/llm-orchestrator.js,197,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אסור לכלול בלוק next_step — המלצות מעשיות רק בתוך בלוק meaning (FACTS_JSON מאשר המלצות רק כש-recommendationEligible=true ו-cap לא RI0).",high,
92,SD-HE-01245,parent,utils/parent-copilot/llm-orchestrator.js,202,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק observation: תשובה ישירה קצרה, מבוססת על FACTS_JSON.observation.",high,
93,SD-HE-01246,parent,utils/parent-copilot/llm-orchestrator.js,203,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: בלוק meaning: נקודה מעשית אחת מ-FACTS_JSON.interpretation.",high,
94,SD-HE-01249,parent,utils/parent-copilot/llm-orchestrator.js,216,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: השתמש רק בעובדות מה-FACTS_JSON. אסור להמציא עובדות שאינן בו.",high,
95,SD-HE-01265,parent,utils/parent-copilot/llm-orchestrator.js,221,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אל תשתמש במילים 'ביטחון', 'בטחון' או confidence לגבי הילד; אל תניח מצב רגשי.",high,
96,SD-HE-01268,parent,utils/parent-copilot/llm-orchestrator.js,222,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אסור לאבחן: לעולם אל תאמר שיש לילד דיסלקציה, ADHD, לקות למידה או כל אבחון. הדוח הוא נתוני תרגול בלבד.",high,
97,SD-HE-01270,parent,utils/parent-copilot/llm-orchestrator.js,223,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אין מספיק נתונים",high,
98,SD-HE-01274,parent,utils/parent-copilot/llm-orchestrator.js,223,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: כלל נפח: אם reportQuestionTotalGlobal >= 100, אסור לכתוב ברמת כלל התקופה: 'מוקדם לקבוע', 'אין מספיק נתונים', 'נתונים מועטים', 'כיוון ראשוני בלבד', 'עדיין לא ניתן להסיק'. מותר רק אם מסוגל לנושא/מקצוע ספציפי עם מעט שאלות.",high,
99,SD-HE-01275,parent,utils/parent-copilot/llm-orchestrator.js,225,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: SYSTEM RULE — אי-אפשר לעקוף: אם השאלה אינה על הדוח, על הילד, על למידה, על תרגול, או על התקדמות הלמידה — החזר בדיוק: {\""answerBlocks\"":[{\""type\"":\""observation\"",\""textHe\"":\""אפשר לשאול כאן שאלות על הדוח והתקדמות הלמידה שמופיעה בו.\"",\""source\"":\""composed\""},{\""type\"":\""meaning\"",\""textHe\"":\""למשל: מה כדאי לתרגל השבוע? או איפה נראו תוצאות טובות יחסית?\"",\""source\"":\""composed\""}]}. ללא עוד תוכן. ללא נתוני דוח. ללא סיכום ילד.",high,
100,SD-HE-01276,parent,utils/parent-copilot/llm-orchestrator.js,226,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: הנחיות ספציפיות לכוונת ההורה (parentIntent=…): …",medium,placeholders substituted
101,SD-HE-01277,parent,utils/parent-copilot/llm-orchestrator.js,227,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: החזר JSON בלבד בפורמט {""answerBlocks"":[{""type"":""observation|meaning|next_step|caution"",""textHe"":""..."",""source"":""composed""}]}",high,
102,SD-HE-01349,parent,utils/parent-copilot/parent-coaching-packs.js,139,parent_copilot,recommendation,ai_answer,תשובת AI/עוזר שמנחה את ההורה מה לעשות או איך להבין את הנתונים.,"בעוזר ההורים (Copilot)
אזור: recommendation
סוג החלטה: ai_answer
כפי שמופיע: אפשר לסדר מראש מה רוצים לשמוע בתשובה (מדד, דוגמה, המלצה הבאה).",high,
103,SD-HE-01394,parent,utils/parent-copilot/question-classifier-llm.js,75,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אתה מסווג שאלות הורים על דוח למידה. תחזיר JSON בלבד.",high,
104,SD-HE-01396,parent,utils/parent-copilot/question-classifier-llm.js,77,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: report_related — שאלה על הילד, על הלמידה שלו, על התקדמות, על תרגול, או על נושא/מקצוע מהדוח.",high,
105,SD-HE-01397,parent,utils/parent-copilot/question-classifier-llm.js,78,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: off_topic — שאלה כללית שאינה על הדוח/הילד/הלמידה (מזג אויר, מתכון, ידע כללי, חדשות וכד').",high,
106,SD-HE-01398,parent,utils/parent-copilot/question-classifier-llm.js,79,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: diagnostic_sensitive — שאלה שמבקשת אבחנה קלינית (ADHD, דיסלקציה, לקות למידה, מצב רגשי).",high,
107,SD-HE-01399,parent,utils/parent-copilot/question-classifier-llm.js,80,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: ambiguous_or_unclear — שאלה קצרה מדי, סתומה, או שלא ברור על מה היא.",high,
108,SD-HE-01401,parent,utils/parent-copilot/question-classifier-llm.js,82,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: ידע כללי על נושא לימודי (\""מה זה X\"") הוא off_topic, גם אם X מופיע בדוח.",high,
109,SD-HE-01402,parent,utils/parent-copilot/question-classifier-llm.js,83,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: שאלה על הילד בנושא מהדוח (\""הוא מתקשה ב־X\"", \""מה עם X בדוח\"") היא report_related.",high,
110,SD-HE-01403,parent,utils/parent-copilot/question-classifier-llm.js,84,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: שאלה רגשית/קלינית היא diagnostic_sensitive גם אם בדוח יש נתוני תרגול.",high,
111,SD-HE-01409,parent,utils/parent-copilot/question-classifier-llm.js,88,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: החזר JSON בלבד בפורמט {""bucket"":""report_related|off_topic|diagnostic_sensitive|ambiguous_or_unclear"",""confidence"":0..1}.",high,
112,SD-HE-01614,parent,utils/parent-copilot/scope-resolver.js,326,parent_copilot,data_sufficiency,ai_answer,תשובת AI/עוזר שמנחה את ההורה מה לעשות או איך להבין את הנתונים.,"בעוזר ההורים (Copilot)
אזור: data_sufficiency
סוג החלטה: ai_answer
כפי שמופיע: בנושא הזה עדיין אין מספיק תרגול שמופיע בדוח — כדאי לבחור נושא שכבר יש בו תרגול.",high,
113,SD-HE-01713,parent,utils/parent-copilot/semantic-aggregate-answers.js,698,parent_copilot,general,ai_answer,תשובת AI/עוזר שמנחה את ההורה מה לעשות או איך להבין את הנתונים.,"בעוזר ההורים (Copilot)
אזור: general
סוג החלטה: ai_answer
כפי שמופיע: המדד משקף ממוצע על כל שורות הנושא עם תרגול תחת …, לא ניסוח של נושא בודד.",medium,placeholders substituted
114,SD-HE-01760,parent,utils/parent-copilot/truth-packet-v1.js,431,parent_copilot,general,ai_answer,תשובת AI/עוזר שמנחה את ההורה מה לעשות או איך להבין את הנתונים.,"בעוזר ההורים (Copilot)
אזור: general
סוג החלטה: ai_answer
כפי שמופיע: בדוח יש כרגע מידע חלקי; ככל שיצטבר תרגול נוסף, התמונה תתבהר.",high,
115,SD-HE-01780,parent,utils/parent-copilot/truth-packet-v1.js,565,parent_copilot,general,ai_answer,תשובת AI/עוזר שמנחה את ההורה מה לעשות או איך להבין את הנתונים.,"בעוזר ההורים (Copilot)
אזור: general
סוג החלטה: ai_answer
כפי שמופיע: לפי הדוח, הנקודה הבולטת ביותר במדדים היא ….",medium,placeholders substituted
116,SD-HE-01834,parent,utils/parent-copilot/truth-packet-v1.js,825,parent_copilot,general,ai_answer,תשובת AI/עוזר שמנחה את ההורה מה לעשות או איך להבין את הנתונים.,"בעוזר ההורים (Copilot)
אזור: general
סוג החלטה: ai_answer
כפי שמופיע: הדוח עדיין מסכם תקופה חלקית: ככל שיופיעו ניסוחים נוספים, אפשר יהיה לרכז תמונה עשירה יותר — בלי להסיק מעבר לנתוני התצוגה.",high,
117,SD-HE-01844,parent,utils/parent-copilot/truth-packet-v1.js,883,parent_copilot,data_sufficiency,ai_answer,תשובת AI/עוזר שמנחה את ההורה מה לעשות או איך להבין את הנתונים.,"בעוזר ההורים (Copilot)
אזור: data_sufficiency
סוג החלטה: ai_answer
כפי שמופיע: כרגע אין מספיק נתוני תרגול מעוגנים בדוח כדי לקבוע חולשה מובהקת במקצוע מסוים, ולכן אי אפשר לבנות כאן תמונת קושי קונקרטית בוודאות.",high,
118,SD-HE-01955,mixed_or_unclear,utils/topic-next-step-engine.js,203,recommendation_engine,recommendation,next_step,הכוונה לצעד הבא בתרגול או בנושא.,"בהמלצות מערכת
אזור: recommendation
סוג החלטה: next_step
כפי שמופיע: בהמלצת מערכת: ב«…» יש … שאלות ודיוק של כ-…%…. עדיין לא בטוחים מספיק לקפיצה קדימה או אחורה — כדאי להמשיך באותה כיתה ורמת קושי ולחזק עקביות.",medium,placeholders substituted
119,SD-HE-02046,mixed_or_unclear,utils/topic-next-step-phase2.js,755,recommendation_engine,data_sufficiency,data_sufficiency,הודעה שהנתונים אינם מספיקים לקבלת החלטה.,"בהמלצות מערכת
אזור: data_sufficiency
סוג החלטה: data_sufficiency
כפי שמופיע: בהמלצת מערכת: עדיין אין מספיק בסיס לדעת אם התמיכה מחזיקה את ההתקדמות — לא לסגור מוקדם מדי.",high,
120,SD-HE-02079,mixed_or_unclear,utils/topic-next-step-phase2.js,1198,recommendation_engine,data_sufficiency,data_sufficiency,הודעה שהנתונים אינם מספיקים לקבלת החלטה.,"בהמלצות מערכת
אזור: data_sufficiency
סוג החלטה: data_sufficiency
כפי שמופיע: בהמלצת מערכת: מידע חלקי בלבד",high,
121,SD-HE-00510,mixed_or_unclear,utils/fast-diagnostic-engine/parent-copy-he.js,10,diagnostic_engine,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"במנוע אבחון/ניתוח
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: באבחון/ניתוח: קריאה לא מדויקת של הניסוח",high,
122,SD-HE-01186,parent,utils/parent-copilot/llm-orchestrator.js,136,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: השאלה מתייחסת למקצוע (רמת מקצוע), לא רק לנושא בודד.",high,
123,SD-HE-01188,parent,utils/parent-copilot/llm-orchestrator.js,137,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: המקצוע שבו נראו התוצאות הטובות ביותר הוא [שם המקצוע בעברית]",high,
124,SD-HE-01189,parent,utils/parent-copilot/llm-orchestrator.js,137,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: ובעיקר בנושא [שם הנושא]",high,
125,SD-HE-01190,parent,utils/parent-copilot/llm-orchestrator.js,138,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: חובה: אל תשתמש במילה «התחום» בבלוקים — במקום זה «המקצוע» או פתיחה ישירה בשם המקצוע (למשל «באנגלית נראו התוצאות הטובות ביותר בתקופה הזו…»).",medium,placeholders substituted
126,SD-HE-01191,parent,utils/parent-copilot/llm-orchestrator.js,139,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אסור במפורש ניסוחים כמו «התחום שבו נראים המספרים…» — זה לא מתאים כשההורה שאל על מקצוע.",medium,placeholders substituted
127,SD-HE-01192,parent,utils/parent-copilot/llm-orchestrator.js,140,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אל תפתח בניסוח שמתחיל רק מנושא ספציפי (למשל «בנושא אוצר מילים...») כשהשאלה על מקצוע — קודם שם המקצוע, ואז הנושא הבולט בתוך המקצוע.",high,
128,SD-HE-01194,parent,utils/parent-copilot/llm-orchestrator.js,142,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אל תרשום רשימה של כל המקצועות. אל תכתוב 'לפי הדוח, מופיעים:' או 'המקצועות שמופיעים'. אל תציג תחום כבעל תוצאות טובות יחסית אם הוא גם מופיע כמוקד לחיזוק בדוח.",high,
129,SD-HE-01195,parent,utils/parent-copilot/llm-orchestrator.js,142,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: לפי הדוח, מופיעים:",high,
130,SD-HE-01196,parent,utils/parent-copilot/llm-orchestrator.js,142,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: המקצועות שמופיעים",high,
131,SD-HE-01197,parent,utils/parent-copilot/llm-orchestrator.js,146,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: השאלה היא על איפה נראית התקדמות יחסית. המבנה הנדרש:",high,
132,SD-HE-01199,parent,utils/parent-copilot/llm-orchestrator.js,147,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: הנושא שבו נראו התוצאות הטובות ביותר הוא...",high,
133,SD-HE-01200,parent,utils/parent-copilot/llm-orchestrator.js,147,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: ב... נראו תוצאות טובות יחסית",high,
134,SD-HE-01202,parent,utils/parent-copilot/llm-orchestrator.js,149,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: אל תרשום רשימה של כל המקצועות. אל תכתוב 'לפי הדוח, מופיעים:' או 'המקצועות שמופיעים'. אל תציג תחום כבעל תוצאות טובות יחסית אם הוא גם מופיע כמוקד לחיזוק בדוח.",high,
135,SD-HE-01203,parent,utils/parent-copilot/llm-orchestrator.js,149,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: לפי הדוח, מופיעים:",high,
136,SD-HE-01204,parent,utils/parent-copilot/llm-orchestrator.js,149,parent_copilot,ai_prompt,ai_prompt,הנחיית מערכת ל-AI — משפיעה על סוג התשובה (לא תמיד גלוי למשתמש).,"בעוזר ההורים (Copilot)
אזור: ai_prompt
סוג החלטה: ai_prompt
כפי שמופיע: המקצועות שמופיעים",high,
