רמה,גיל,ID,כותרת,אייקון,שאלה,רמז UI,כמה לבחור,תשובות נכונות,מצב תשובה,מדף,מסיחים,כותרת מרמזת,אייקון מרמז,שאלה מרמזת,תשובות מתאימות,תשובה נוספת על המדף,מתאים לגיל,פעולה מומלצת
בינוני,ג׳–ד׳,medium-ice-no-absorb,קרח לא סופג,🧊,בחרו 2 חפצים שקרח לא סופג מהם,🧾 בחרו 2 חפצים,2,קרח + מסמר,"validItems רחב (2 מותרים, בוחרים 2)","סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, צמח, מים, שמש, קערה",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-keep-cold,שומרים על קור,❄️,בחרו 3 חפצים לשמירה על קור,🧾 בחרו 3 חפצים,3,קרח + קערה + מים,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, צמח, שמש",לא,לא,לא,כן,לא,כן,להשאיר
בינוני,ג׳–ד׳,medium-light-bulb,הדליקו את הנורה,💡,בחרו 3 חפצים שיסגרו מעגל וידליקו נורה,🧾 בחרו 3 חפצים,3,סוללה + נורה + חוט,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","מגנט, מסמר, צמח, מים, שמש, קרח, קערה",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-magnet-key-two,מגנט ומסמר,🔩,בחרו 2 חפצים — מגנט ומסמר,🧾 בחרו 2 חפצים,2,מגנט + מסמר,exactMatch (2 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, צמח, מים, שמש, קרח, קערה",כן,כן,כן,חלקית (שאלה מכוונת לחפצים),לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-magnet-pick2,בדקו אילו חפצים נמשכים למגנט,🧲,בחרו 2 חפצים — מגנט ומסמר,🧾 בחרו 2 חפצים,2,מגנט + מסמר,exactMatch (2 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, צמח, מים, שמש, קרח, קערה",כן,כן,כן,חלקית (שאלה מכוונת לחפצים),לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-magnet-vs-plant,מגנט מול צמח,🧲,בחרו 2 חפצים — אחד נמשך ואחד לא,🧾 בחרו 2 חפצים,2,מגנט + צמח,exactMatch (2 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מסמר, מים, שמש, קרח, קערה",כן,כן,כן,חלקית (שאלה מכוונת לחפצים),לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-measure-bowl,מדידה בקערה,📏,בחרו 2 חפצים למדידת נפח,🧾 בחרו 2 חפצים,2,קערה + מים + חוט,"validItems רחב (3 מותרים, בוחרים 2)","סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, מגנט, מסמר, צמח, שמש, קרח",כן,לא,לא,חלקית,לא,כן,לשנות כותרת + לשנות תשובות
בינוני,ג׳–ד׳,medium-melt-bowl,המיסו קרח בקערה,🧊,בחרו 3 חפצים להמסת קרח,🧾 בחרו 3 חפצים,3,קרח + קערה + שמש,"validItems רחב (3 מותרים, בוחרים 3)","סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, צמח, מים",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-mirror-reflects,שמש על מים,☀️,בחרו 2 חפצים — שמש ומים,🧾 בחרו 2 חפצים,2,שמש + מים,exactMatch (2 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, צמח, קרח, קערה",כן,כן,כן,לא (כותרת מזכירה מים ומים בתשובה; כותרת מזכירה שמש ושמש בתשובה; שאלה מכוונת לחפצים),לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-mirror-sun,אור על המים,☀️,בחרו 2 חפצים — שמש ומים,🧾 בחרו 2 חפצים,2,שמש + מים,exactMatch (2 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, צמח, קרח, קערה",כן,כן,כן,לא (כותרת מזכירה מים ומים בתשובה; שאלה מכוונת לחפצים),כן (נורה),כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות + לבדוק תשובות חלופיות
בינוני,ג׳–ד׳,medium-plant-absorbs,צמח סופג מים,🌱,בחרו 2 חפצים שבהם הצמח סופג מים,🧾 בחרו 2 חפצים,2,צמח + מים,"validItems רחב (2 מותרים, בוחרים 2)","סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, שמש, קרח, קערה",כן,כן,כן,לא (כותרת מזכירה מים ומים בתשובה),לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-plant-grow,עזרו לצמח לגדול,🌱,בחרו 3 דברים שהצמח צריך,🧾 בחרו 3 חפצים,3,צמח + מים + שמש,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, קרח, קערה",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-plant-insulator,צמח לא מוליך,🚫,בחרו 2 חפצים שלא מוליכים חשמל,🧾 בחרו 2 חפצים,2,צמח + קרח + קערה,"validItems רחב (3 מותרים, בוחרים 2)","סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, מים, שמש",כן,לא,לא,חלקית,כן (סוללה),כן,לשנות ניסוח + לשנות כותרת + לשנות תשובות + לבדוק תשובות חלופיות
בינוני,ג׳–ד׳,medium-plant-place,השקו צמח במקום מתאים,🌱,בחרו 3 דברים לגידול צמח,🧾 בחרו 3 חפצים,3,צמח + מים + שמש,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, קרח, קערה",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-plant-sun-two,צמח באור,🌱,בחרו 2 דברים לצמיחה באור,🧾 בחרו 2 חפצים,2,צמח + שמש + מים,"validItems רחב (3 מותרים, בוחרים 2)","סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, קרח, קערה",כן,כן,כן,חלקית,כן (נורה),כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות + לבדוק תשובות חלופיות
בינוני,ג׳–ד׳,medium-pot-plant,עציץ לצמח,🪴,בחרו 3 חפצים להכנת עציץ,🧾 בחרו 3 חפצים,3,קערה + צמח + מים,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, שמש, קרח",כן,לא,לא,חלקית,לא,כן,לשנות כותרת + לשנות תשובות
בינוני,ג׳–ד׳,medium-pour-transfer,העברת מים,🫗,בחרו 3 חפצים להעברת מים בין כלים,🧾 בחרו 3 חפצים,3,קערה + מים + קרח,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, צמח, שמש",כן,לא,כן,לא (כותרת מזכירה מים ומים בתשובה),לא,כן,לשנות ניסוח + לשנות כותרת + לשנות תשובות
בינוני,ג׳–ד׳,medium-reflect-three,מים באור השמש,☀️,"בחרו 3 חפצים — שמש, מים וקערה",🧾 בחרו 3 חפצים,3,שמש + מים + קערה,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, צמח, קרח",כן,כן,כן,לא (כותרת מזכירה מים ומים בתשובה; כותרת מזכירה שמש ושמש בתשובה),כן (נורה),כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות + לבדוק תשובות חלופיות
בינוני,ג׳–ד׳,medium-shadow-three,צל על הקיר,🌓,בחרו 3 חפצים ליצירת צל,🧾 בחרו 3 חפצים,3,שמש + צמח + קערה,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, מים, קרח",לא,לא,לא,כן,לא,כן,להשאיר
בינוני,ג׳–ד׳,medium-simple-circuit,בנו מעגל פשוט,🔋,בחרו 3 חפצים למעגל חשמלי,🧾 בחרו 3 חפצים,3,סוללה + חוט + נורה,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","מגנט, מסמר, צמח, מים, שמש, קרח, קערה",לא,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-sink-float-compare,השוו צף ושוקע,⚖️,בחרו 3 חפצים להשוואת ציפה ושקיעה,🧾 בחרו 3 חפצים,3,מים + קרח + מסמר,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, צמח, שמש, קערה",לא,לא,כן,חלקית,לא,כן,לשנות ניסוח + לשנות תשובות
בינוני,ג׳–ד׳,medium-soft-hard,רך מול קשה,🪨,בחרו 3 חפצים להשוואת רך וקשה,🧾 בחרו 3 חפצים,3,צמח + קרח + מסמר,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מים, שמש, קערה",לא,לא,לא,כן,לא,כן,להשאיר
בינוני,ג׳–ד׳,medium-stir-bowl,ערבוב בקערה,🌀,בחרו 3 חפצים לערבוב בקערה,🧾 בחרו 3 חפצים,3,קערה + מים + חוט,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, מגנט, מסמר, צמח, שמש, קרח",כן,לא,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות תשובות
בינוני,ג׳–ד׳,medium-sun-dry,שמש מייבשת,☀️,בחרו 2 חפצים לייבוש באור שמש,🧾 בחרו 2 חפצים,2,שמש + מים + קערה,"validItems רחב (3 מותרים, בוחרים 2)","סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, צמח, קרח",כן,כן,כן,לא (כותרת מזכירה שמש ושמש בתשובה),כן (נורה),כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות + לבדוק תשובות חלופיות
בינוני,ג׳–ד׳,medium-sun-ice-two,שמש ממיסה,☀️,בחרו 2 חפצים להמסה באור שמש,🧾 בחרו 2 חפצים,2,שמש + קרח + קערה,"validItems רחב (3 מותרים, בוחרים 2)","סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, צמח, מים",כן,כן,כן,לא (כותרת מזכירה שמש ושמש בתשובה),כן (נורה),כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות + לבדוק תשובות חלופיות
בינוני,ג׳–ד׳,medium-water-plant-three,השקיית צמח בקערה,🌱,בחרו 3 דברים להשקיית צמח,🧾 בחרו 3 חפצים,3,צמח + מים + קערה,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","סוללה, נורה, חוט, מגנט, מסמר, שמש, קרח",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
בינוני,ג׳–ד׳,medium-wire-bulb-two,מעגל חשמלי קטן,⚡,"בחרו 3 חפצים להדלקת נורה — סוללה, חוט ונורה",🧾 בחרו 3 חפצים,3,סוללה + חוט + נורה,exactMatch (3 חובה),"סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","מגנט, מסמר, צמח, מים, שמש, קרח, קערה",כן,לא,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות תשובות
בינוני,ג׳–ד׳,medium-wire-conducts,חוט מוליך חשמל,⚡,בחרו 2 חפצים שמוליכים במשחק,🧾 בחרו 2 חפצים,2,חוט + סוללה,"validItems רחב (2 מותרים, בוחרים 2)","סוללה, נורה, חוט, מגנט, מסמר, צמח, מים, שמש, קרח, קערה","נורה, מגנט, מסמר, צמח, מים, שמש, קרח, קערה",כן,לא,לא,חלקית,לא,כן,לשנות כותרת + לשנות תשובות
קשה,ה׳–ו׳,hard-battery-wire-exact,סוללה וחוט,🔋,בחרו בדיוק 2 חפצים למקור ומוליך,🧾 בחרו 2 חפצים,2,סוללה + חוט,exactMatch (2 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","נורה, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן",כן,כן,לא,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-bulb-clean,הדליקו נורה בלי לבחור חפץ שלא עוזר,💡,בחרו בדיוק 3 חפצים למעגל חשמלי,🧾 בחרו 3 חפצים,3,סוללה + חוט + נורה,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-float-sink-three-exact,צף ושוקע יחד,⚖️,בחרו בדיוק 3 חפצים לניסוי ציפה,🧾 בחרו 3 חפצים,3,מים + אבן + מסמר,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, כפית מתכת, צמח, שמש, אדמה",לא,לא,לא,כן,לא,כן,להשאיר
קשה,ה׳–ו׳,hard-full-circuit,בנו מעגל חשמלי מלא,⚡,בחרו בדיוק 4 חפצים למעגל עם מתג,🧾 בחרו 4 חפצים,4,סוללה + חוט + נורה + מתג,exactMatch (4 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן",כן,לא,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות תשובות
קשה,ה׳–ו׳,hard-garden-day-exact,יום בגינה,🌻,בחרו בדיוק 4 חפצים ליום גינה,🧾 בחרו 4 חפצים,4,שמש + צמח + מים + אדמה,exactMatch (4 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, אבן",לא,לא,לא,כן,לא,כן,להשאיר
קשה,ה׳–ו׳,hard-heat-rock-water-exact,שמש מחממת אבן,🌡️,בחרו בדיוק 3 חפצים לניסוי חימום אבן,🧾 בחרו 3 חפצים,3,שמש + אבן + מים,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, אדמה",כן,לא,כן,לא (כותרת מזכירה שמש ושמש בתשובה),לא,כן,לשנות ניסוח + לשנות כותרת + לשנות תשובות
קשה,ה׳–ו׳,hard-magnet-can-exact,מגנט ומסמר,🧲,בחרו בדיוק 2 חפצים למשיכה מגנטית,🧾 בחרו 2 חפצים,2,מגנט + מסמר,exactMatch (2 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, כפית מתכת, צמח, מים, שמש, אדמה, אבן",כן,כן,כן,חלקית (שאלה מכוונת לחפצים),לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-magnet-exact2,בדקו מה מגנט מושך ומה לא,🧲,בחרו בדיוק 2 מתכות שהמגנט מושך,🧾 בחרו 2 חפצים,2,מסמר + כפית מתכת,exactMatch (2 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, צמח, מים, שמש, אדמה, אבן",לא,לא,לא,כן,כן (מגנט),כן,לבדוק תשובות חלופיות
קשה,ה׳–ו׳,hard-magnet-lab-three-exact,מעבדת מגנט,🧲,בחרו בדיוק 3 חפצים למגנט,🧾 בחרו 3 חפצים,3,מגנט + מסמר + כפית מתכת,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, צמח, מים, שמש, אדמה, אבן",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-magnet-stone-exact,מה לא נמשך,🧲,בחרו בדיוק 3 חפצים לבדיקת מגנט,🧾 בחרו 3 חפצים,3,מגנט + מסמר + אבן,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, כפית מתכת, צמח, מים, שמש, אדמה",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-metal-path-exact,מסלול מתכת,⚡,בחרו בדיוק 3 חפצים למסלול חשמלי,🧾 בחרו 3 חפצים,3,מסמר + חוט + סוללה,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","נורה, מתג, מגנט, כפית מתכת, צמח, מים, שמש, אדמה, אבן",כן,לא,כן,חלקית,כן (כפית מתכת),כן,לשנות ניסוח + לשנות כותרת + לשנות תשובות + לבדוק תשובות חלופיות
קשה,ה׳–ו׳,hard-metals-water-exact,מתכות במים,🧲,בחרו בדיוק 4 חפצים לניסוי מתכות במים,🧾 בחרו 4 חפצים,4,מים + מסמר + כפית מתכת + מגנט,exactMatch (4 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, צמח, שמש, אדמה, אבן",כן,כן,כן,לא (כותרת מזכירה מים ומים בתשובה),לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-mineral-garden-four-exact,גינה עם אבן ואדמה,🪨,בחרו בדיוק 4 חפצים לגינה עם אבן ואדמה,🧾 בחרו 4 חפצים,4,צמח + אדמה + אבן + מים,exactMatch (4 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, שמש",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-natural-four-exact,חומרים בטבע,🌍,בחרו בדיוק 4 חפצים מעולם הטבע,🧾 בחרו 4 חפצים,4,אבן + אדמה + מים + שמש,exactMatch (4 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח",לא,לא,לא,כן,לא,כן,להשאיר
קשה,ה׳–ו׳,hard-no-magnet-set-exact,בלי מגנט,🚫,בחרו בדיוק 3 חפצים שלא נמשכים למגנט,🧾 בחרו 3 חפצים,3,צמח + אבן + מים,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, שמש, אדמה",לא,לא,לא,כן,כן (מגנט),כן,לבדוק תשובות חלופיות
קשה,ה׳–ו׳,hard-plant-full,הכינו צמח לגדילה טובה,🌱,בחרו בדיוק 4 דברים שהצמח צריך,🧾 בחרו 4 חפצים,4,צמח + אדמה + מים + שמש,exactMatch (4 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, אבן",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-plant-needs-exact,צמח זקוק ל,🌱,בחרו בדיוק 3 דברים שהצמח צריך,🧾 בחרו 3 חפצים,3,צמח + מים + שמש,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, אדמה, אבן",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-plant-no-sun-exact,מה צמח צריך לגדול,🌱,בחרו בדיוק 3 דברים שהצמח צריך לגדול,🧾 בחרו 3 חפצים,3,צמח + אדמה + מים,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, שמש, אבן",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-root-bed-exact,מיטת שורשים,🌱,בחרו בדיוק 3 חפצים לגידול שורשים,🧾 בחרו 3 חפצים,3,צמח + אדמה + מים,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, שמש, אבן",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-shadow-exact,צרו צל בעזרת חפץ מתאים,🌓,בחרו בדיוק 3 חפצים ליצירת צל,🧾 בחרו 3 חפצים,3,שמש + צמח + אבן,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, מים, אדמה",לא,לא,לא,כן,לא,כן,להשאיר
קשה,ה׳–ו׳,hard-soil-plant-exact,שתילה באדמה,🟫,בחרו בדיוק 2 חפצים לשתילה,🧾 בחרו 2 חפצים,2,צמח + אדמה,exactMatch (2 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, מים, שמש, אבן",כן,כן,לא,חלקית,כן (מים),כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות + לבדוק תשובות חלופיות
קשה,ה׳–ו׳,hard-soil-stone-water-exact,סינון בטבע,🔍,בחרו בדיוק 3 חפצים לסינון מים,🧾 בחרו 3 חפצים,3,אדמה + אבן + מים,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, שמש",לא,לא,כן,חלקית,לא,כן,לשנות ניסוח + לשנות תשובות
קשה,ה׳–ו׳,hard-soil-sun-exact,אדמה ושמש,☀️,בחרו בדיוק 2 חפצים לייבוש אדמה,🧾 בחרו 2 חפצים,2,אדמה + שמש,exactMatch (2 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, אבן",כן,כן,כן,לא (כותרת מזכירה שמש ושמש בתשובה; שאלה מכוונת לחפצים),לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-soil-water-exact,אדמה ומים,🟫,בחרו בדיוק 3 חפצים לניסוי עם אדמה,🧾 בחרו 3 חפצים,3,אדמה + מים + צמח,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, שמש, אבן",כן,כן,כן,לא (כותרת מזכירה מים ומים בתשובה),לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-spoon-nail-exact,שתי מתכות,🔩,בחרו בדיוק 2 מתכות מהמדף,🧾 בחרו 2 חפצים,2,כפית מתכת + מסמר,exactMatch (2 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, צמח, מים, שמש, אדמה, אבן",לא,כן,לא,חלקית,כן (מים),כן,לשנות ניסוח + לשנות אייקון + לשנות תשובות + לבדוק תשובות חלופיות
קשה,ה׳–ו׳,hard-stone-garden-four-exact,גינה עם אבן,🪨,בחרו בדיוק 4 חפצים לגינה עם אבן,🧾 בחרו 4 חפצים,4,אבן + צמח + מים + שמש,exactMatch (4 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, אדמה",כן,כן,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות אייקון + לשנות תשובות
קשה,ה׳–ו׳,hard-stone-shadow-exact,צל מאבן,🌑,בחרו בדיוק 3 חפצים לצל מאבן,🧾 בחרו 3 חפצים,3,שמש + אבן + צמח,exactMatch (3 חובה),"סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, צמח, מים, שמש, אדמה, אבן","סוללה, נורה, חוט, מתג, מגנט, מסמר, כפית מתכת, מים, אדמה",כן,לא,כן,חלקית,לא,כן,לשנות ניסוח + לשנות כותרת + לשנות תשובות
