scenarioId,totalQuestions,correctAnswers,totalErrors,accuracyPct,patternTag,patternCount,patternRatioOfQuestions,patternRatioOfErrors,sessions,days,sameSessionOnly,crossSession,crossDay,observedPatternLevel,evidenceStrength,taxonomyId,classificationState,patternLayer,engineDecision,engineDecisionAuthority,adcAction,blockPatternClaim,patternKey,patternLabel,parentSafeLabelHe,enrichApplied,parentFacingText,badge,visualVariant,cardColorHint,category,clearWeak,detectedPattern,appearsRegular,appearsDetailed,appearsShort
q12_w2_allSame,12,10,2,83,mt:calculation_off_by_one,2,0.1667,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (83% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 12 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q12_w3_allSame,12,9,3,75,mt:calculation_off_by_one,3,0.25,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (75% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 12 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q12_w4_allSame,12,8,4,67,mt:calculation_off_by_one,4,0.3333,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,true,בנושא audit_topic יש חלק שדורש חיזוק. ב-4 תשובות חזרה טעות חישוב של סטייה ב-1. מבוסס על 12 שאלות שנפתרו בנושא.,כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,C_factual_repeated_pattern,true,,true,true,true
q12_w5_allSame,12,7,5,58,mt:calculation_off_by_one,5,0.4167,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,true,בנושא audit_topic יש חלק שדורש חיזוק. ב-5 תשובות חזרה טעות חישוב של סטייה ב-1. מבוסס על 12 שאלות שנפתרו בנושא.,כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,C_factual_repeated_pattern,true,,true,true,true
q12_w6_allSame,12,6,6,50,mt:calculation_off_by_one,6,0.5,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,true,בנושא audit_topic יש חלק שדורש חיזוק. ב-6 תשובות חזרה טעות חישוב של סטייה ב-1. מבוסס על 12 שאלות שנפתרו בנושא.,כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,C_factual_repeated_pattern,true,,true,true,true
q15_w0_allSame,15,15,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (15 שאלות, 100% דיוק). מבוסס על 15 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q15_w1_allSame,15,14,1,93,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (15 שאלות, 93% דיוק). מבוסס על 15 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q15_w2_allSame,15,13,2,87,mt:calculation_off_by_one,2,0.1333,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (87% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 15 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q15_w3_allSame,15,12,3,80,mt:calculation_off_by_one,3,0.2,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (80% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 15 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q15_w4_allSame,15,11,4,73,mt:calculation_off_by_one,4,0.2667,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (73% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 15 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q15_w5_allSame,15,10,5,67,mt:calculation_off_by_one,5,0.3333,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,true,בנושא audit_topic יש חלק שדורש חיזוק. ב-5 תשובות חזרה טעות חישוב של סטייה ב-1. מבוסס על 15 שאלות שנפתרו בנושא.,כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,C_factual_repeated_pattern,true,,true,true,true
q15_w6_allSame,15,9,6,60,mt:calculation_off_by_one,6,0.4,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,true,בנושא audit_topic יש חלק שדורש חיזוק. ב-6 תשובות חזרה טעות חישוב של סטייה ב-1. מבוסס על 15 שאלות שנפתרו בנושא.,כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,C_factual_repeated_pattern,true,,true,true,true
q16_w0_allSame,16,16,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (16 שאלות, 100% דיוק). מבוסס על 16 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q16_w1_allSame,16,15,1,94,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (16 שאלות, 94% דיוק). מבוסס על 16 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q16_w2_allSame,16,14,2,88,mt:calculation_off_by_one,2,0.125,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (88% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 16 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q16_w3_allSame,16,13,3,81,mt:calculation_off_by_one,3,0.1875,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (81% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 16 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q16_w4_allSame,16,12,4,75,mt:calculation_off_by_one,4,0.25,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (75% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 16 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q16_w5_allSame,16,11,5,69,mt:calculation_off_by_one,5,0.3125,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,true,בנושא audit_topic יש חלק שדורש חיזוק. ב-5 תשובות חזרה טעות חישוב של סטייה ב-1. מבוסס על 16 שאלות שנפתרו בנושא.,כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,C_factual_repeated_pattern,true,,true,true,true
q16_w6_allSame,16,10,6,63,mt:calculation_off_by_one,6,0.375,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,topic_needs_strengthening,topic_needs_strengthening,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,true,בנושא audit_topic יש חלק שדורש חיזוק. ב-6 תשובות חזרה טעות חישוב של סטייה ב-1. מבוסס על 16 שאלות שנפתרו בנושא.,כדאי לחזק,remediate,bg-amber-500/12 border border-amber-400/40,C_factual_repeated_pattern,true,,true,true,true
q20_w0_allSame,20,20,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (20 שאלות, 100% דיוק). מבוסס על 20 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q20_w1_allSame,20,19,1,95,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (20 שאלות, 95% דיוק). מבוסס על 20 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q20_w2_allSame,20,18,2,90,mt:calculation_off_by_one,2,0.1,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (20 שאלות, 90% דיוק). מבוסס על 20 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q20_w3_allSame,20,17,3,85,mt:calculation_off_by_one,3,0.15,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (85% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 20 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q20_w4_allSame,20,16,4,80,mt:calculation_off_by_one,4,0.2,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (80% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 20 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q20_w5_allSame,20,15,5,75,mt:calculation_off_by_one,5,0.25,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (75% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 20 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q20_w6_allSame,20,14,6,70,mt:calculation_off_by_one,6,0.3,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (70% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 20 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q25_w0_allSame,25,25,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (25 שאלות, 100% דיוק). מבוסס על 25 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q25_w1_allSame,25,24,1,96,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (25 שאלות, 96% דיוק). מבוסס על 25 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q25_w2_allSame,25,23,2,92,mt:calculation_off_by_one,2,0.08,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (25 שאלות, 92% דיוק). מבוסס על 25 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q25_w3_allSame,25,22,3,88,mt:calculation_off_by_one,3,0.12,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (88% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 25 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q25_w4_allSame,25,21,4,84,mt:calculation_off_by_one,4,0.16,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (84% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 25 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q25_w5_allSame,25,20,5,80,mt:calculation_off_by_one,5,0.2,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (80% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 25 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q25_w6_allSame,25,19,6,76,mt:calculation_off_by_one,6,0.24,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (76% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 25 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q26_w0_allSame,26,26,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (26 שאלות, 100% דיוק). מבוסס על 26 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q26_w1_allSame,26,25,1,96,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (26 שאלות, 96% דיוק). מבוסס על 26 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q26_w2_allSame,26,24,2,92,mt:calculation_off_by_one,2,0.0769,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (26 שאלות, 92% דיוק). מבוסס על 26 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q26_w3_allSame,26,23,3,88,mt:calculation_off_by_one,3,0.1154,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (88% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 26 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q26_w4_allSame,26,22,4,85,mt:calculation_off_by_one,4,0.1538,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (85% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 26 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q26_w5_allSame,26,21,5,81,mt:calculation_off_by_one,5,0.1923,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (81% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 26 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q26_w6_allSame,26,20,6,77,mt:calculation_off_by_one,6,0.2308,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (77% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 26 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q30_w0_allSame,30,30,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (30 שאלות, 100% דיוק). מבוסס על 30 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q30_w1_allSame,30,29,1,97,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (30 שאלות, 97% דיוק). מבוסס על 30 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q30_w2_allSame,30,28,2,93,mt:calculation_off_by_one,2,0.0667,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (30 שאלות, 93% דיוק). מבוסס על 30 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q30_w3_allSame,30,27,3,90,mt:calculation_off_by_one,3,0.1,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (30 שאלות, 90% דיוק). מבוסס על 30 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q30_w4_allSame,30,26,4,87,mt:calculation_off_by_one,4,0.1333,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (87% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 30 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q30_w5_allSame,30,25,5,83,mt:calculation_off_by_one,5,0.1667,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (83% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 30 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q30_w6_allSame,30,24,6,80,mt:calculation_off_by_one,6,0.2,1,1,1,true,false,false,consistent,strong,,unclassified_no_de2_unit,,partial_stable,partial_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic יש הבנה חלקית (80% דיוק), אבל עדיין צריך חיזוק כדי להגיע ליציבות. מבוסס על 30 שאלות שנפתרו בנושא.",במעקב,maintain,bg-sky-500/10 border border-sky-400/35,E_strength_or_mastery,false,,true,true,true
q40_w0_allSame,40,40,0,100,mt:calculation_off_by_one,0,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (40 שאלות, 100% דיוק). מבוסס על 40 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q40_w1_allSame,40,39,1,98,mt:calculation_off_by_one,1,0,0,1,1,true,false,false,none,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,,,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (40 שאלות, 98% דיוק). מבוסס על 40 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q40_w2_allSame,40,38,2,95,mt:calculation_off_by_one,2,0.05,1,1,1,true,false,false,strong,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (40 שאלות, 95% דיוק). מבוסס על 40 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q40_w3_allSame,40,37,3,93,mt:calculation_off_by_one,3,0.075,1,1,1,true,false,false,strong,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (40 שאלות, 93% דיוק). מבוסס על 40 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
q40_w4_allSame,40,36,4,90,mt:calculation_off_by_one,4,0.1,1,1,1,true,false,false,strong,strong,,unclassified_no_de2_unit,,mastery_stable,mastery_stable,collect_more_evidence,true,mt:calculation_off_by_one,טעות חישוב של סטייה ב-1,טעות חישוב של סטייה ב-1,false,"בנושא audit_topic נראית הצלחה טובה ויציבה (40 שאלות, 90% דיוק). מבוסס על 40 שאלות שנפתרו בנושא.",מצוין,advance,bg-emerald-500/15 border border-emerald-400/45,E_strength_or_mastery,false,,true,true,true
