internalTag,subjects,taxonomyIds,topicsOrSubskillsHe,evidenceSource,classifierProducer,producerActive,hasTaxonomy,parentSafeLabelHe,canPrimaryFinding,canSecondaryFinding,canFactualOnly,alwaysBlocked,consistentStrongNoTaxonomy,riskInternalTagExposure,notes
reading_comprehension_issue,,,,,,false,false,ייתכן שהקושי קשור להבנת השאלה או הטקסט,false,false,true,false,factual_enrich_allowed_when_consistent_strong_and_gap_or_strengthen,false,
rectangle_diagonal,geometry,G-01,מרובעים|תכונות מלבן/מקבילית,distractor_family,mcq-distractor-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
recurring_weakness,,,,,,false,false,חלק מהטעויות חוזרות באותו סוג פעילות,false,false,true,false,factual_enrich_allowed_when_consistent_strong_and_gap_or_strengthen,false,
region_confusion,moledet-geography,MG-02,כיוון|צפון מוחלט,distractor_family,mcq-distractor-classifier,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
regroup_error,math,M-02,חיבור|נשיאה,misconception_tag,math-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
representation_error,math,M-01,מבנה|פירוק 10+1,misconception_tag,math-mcq-infer,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
reverse_direction,math,M-09,חיסור|השלמה לעשר,misconception_tag,math-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
rights_duties_confusion,moledet-geography,MG-03,אזרחות|זכות/חובה,distractor_family,mcq-distractor-classifier,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
rotation_direction_error,geometry,G-04,סיבוב|כיוון/זווית,distractor_family,mcq-distractor-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
rounding_direction_error,math,M-06,מקום|עיגול/השוואה,misconception_tag,math-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
rounding_wrong_direction,math,M-06,מקום|עיגול/השוואה,misconception_tag,math-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
scale_error,moledet-geography,MG-01,מפה|סולם,distractor_family,mcq-distractor-classifier,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
sentence_structure_error,hebrew|english,H-07|E-06,ניסוח|חיבור משפטים|הבנה|inference,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
shape_property_confusion,geometry,G-01,מרובעים|תכונות מלבן/מקבילית,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
social_structure_confusion,moledet-geography,MG-07,מוסדות|תפקיד מוסד,distractor_family,mcq-distractor-classifier,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
source_comprehension_error,history,HI-08,ראיות|הבנת מקור היסטורי פשוט,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
speaking_expression_error,hebrew,H-08,ניסוח|פורמליות,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
speed_driven_error,,,,,,false,false,חלק מהטעויות הופיעו בזמן עבודה מהיר,false,false,true,false,factual_enrich_allowed_when_consistent_strong_and_gap_or_strengthen,false,
speed_pressure,,,,,,false,false,חלק מהטעויות נראות קשורות למהירות,false,false,true,false,factual_enrich_allowed_when_consistent_strong_and_gap_or_strengthen,false,
spelling_error,english,E-07,איות|תבניות שקטות,distractor_family,english-typed-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
spelling_pattern_error,hebrew,H-03,דפוס|משפחת כתיב,distractor_family,hebrew-typed-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
square_perimeter_compute,geometry,G-06,היקף|המרת יחידות,misconception_tag,mcq-distractor-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
state_of_matter_error,science,S-04,מצבי צבירה|שימור מסה,distractor_family,mcq-distractor-classifier,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
strategy_gap,,,,,,false,false,הילד לא תמיד בוחר את האסטרטגיה המתאימה לשאלה,false,false,true,false,factual_enrich_allowed_when_consistent_strong_and_gap_or_strengthen,false,
sub_instead_of_add,math,M-27,חיבור|בחירת פעולה,misconception_tag,math-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
sub_instead_of_div,math,M-10|M-13,יחס|הופכיות|חילוק|יציבות פרוצדורלית ברמת הנושא,distractor_family,,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_active_producer|no_active_producer|no_parent_safe_hebrew|taxonomy_without_active_producer
support_dependent_success,,,,,,false,false,הצלחה בעיקר כשיש ליווי או רמזים,false,false,true,false,factual_enrich_allowed_when_consistent_strong_and_gap_or_strengthen,false,
symmetry_axis_confusion,geometry,G-07,צורה|ציר,distractor_family,mcq-distractor-classifier,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
symmetry_error,geometry,G-07,צורה|ציר,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
synonym_confusion,hebrew,H-01,הקשר|נרדפת,distractor_family,mcq-distractor-classifier,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
tense_confusion,hebrew,H-06,משפט|סדר שאלה,distractor_family,mcq-distractor-classifier,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
tense_error,english,E-02,זמנים|סממן זמן,distractor_family,english-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
timeline_sequence_error,history,HI-02,רצף|ציר זמן ורצף אירועים,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
transformation_error,geometry,G-04,סיבוב|כיוון/זווית,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
translation_error,english,E-03,פריסה|מעקב שורות,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
triangle_angle_sum_error,geometry,G-02,מדידה|קריאת מד זווית,distractor_family,geometry-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
triangle_area_error,geometry,G-08,שטח|בסיס×גובה÷2,misconception_tag,geometry-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
unit_conversion_error,math,M-07,ניסוח|יחידות,misconception_tag,math-mcq-infer,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
unit_error,math|geometry,M-07|G-06,ניסוח|יחידות|היקף|המרת יחידות,misconception_tag,math-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
values_error,moledet-geography,MG-06,אוכלוסין|סיבהתוצאה,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
variable_control_error,science,S-02,ניסוי|משתנה מבודד,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
verb_tense_error,hebrew,H-06,משפט|סדר שאלה,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
vocabulary_context_error,hebrew,H-01,הקשר|נרדפת,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
vocabulary_gap,,,,,,false,false,ייתכן שחסרות מילים או מונחים שמקשים על הפתרון,false,false,true,false,factual_enrich_allowed_when_consistent_strong_and_gap_or_strengthen,false,
vocabulary_meaning_error,english,E-01,הקשר|collocation,distractor_family,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
volume_formula_error,geometry,G-05,תיבה|מודל 3D,misconception_tag,mcq-option-evidence-tagging,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
volume_perimeter_confusion,geometry,G-05,תיבה|מודל 3D,misconception_tag,geometry-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
word_choice_error,english,E-01,הקשר|collocation,distractor_family,mcq-distractor-classifier,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
word_order_error,english,E-03|E-06,פריסה|מעקב שורות|הבנה|inference,distractor_family,mcq-distractor-classifier,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
word_problem_reading,,,,,,false,false,ייתכן שהקושי קשור להבנת ניסוח השאלה,false,false,true,false,factual_enrich_allowed_when_consistent_strong_and_gap_or_strengthen,false,
writing_error,english,E-07,איות|תבניות שקטות,distractor_family,english-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
writing_pattern_error,hebrew,H-03,דפוס|משפחת כתיב,distractor_family,hebrew-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
wrong_final_step,math,M-08,מודל|רבשלבי,misconception_tag,math-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
wrong_operation_wp,math,M-08|M-10,מודל|רבשלבי|יחס|הופכיות,misconception_tag,math-numeric-classifier,true,true,,true,true,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew
wrong_unit,math,M-07,ניסוח|יחידות,misconception_tag,math-mcq-infer,false,true,,false,false,false,false,stays_generic_topic_finding_label_unknown,true,no_parent_safe_hebrew|taxonomy_without_active_producer
