subject,grade,topic,subskill,internalTag,classifierFileFunction,tagProducedByClassifierNotInjected,producerStatus,producedVia,taxonomyId,taxonomyMinWrong,taxonomyMinOccurrenceRatio,requiredTags,parentSafeLabel,enginePrimaryLabel,exampleCorrectAnswer,exampleWrongAnswer,patternCount,totalErrors,totalQuestions,ratioOfQuestions,ratioOfErrors,sessions,days,observedPatternLevel,evidenceStrength,patternLayer,engineDecision,ADC,parentFacingText,enrichApplied,blockPatternClaim,detectedPattern
geometry,g6,משפט פיתגורס,זיהוי היתר והפעלת a²+b²=c²,pythagorean_relation_error,geometry-numeric-classifier|utils/geometry-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,G-09,3,0.6,pythagorean_relation_error,,חיבור אורכי צלעות במקום שימוש במשפט פיתגורס,34,14,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא משפט פיתגורס יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
geometry,g4,מרובעים,תכונות מלבן/מקבילית,shape_property_confusion,mcq-option-evidence-tagging|utils/geometry-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,G-01,3,0.6,shape_property_confusion|quadrilateral_confusion|parallel_perpendicular_confusion|rectangle_diagonal,,בלבול בין תכונות של צורות,2,3,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא מרובעים יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
,,,,formula_selection_error,mcq-distractor-classifier|utils/geometry-question-generator.js:enrichGeometryProceduralParams,no,NO_VALID_FIXTURE,,G-06,3,0.6,perimeter_area_confusion|unit_error|perimeter_formula_error|formula_selection_error|square_perimeter_compute|circle_perimeter_compute,,שימוש לא נכון ביחידת מידה בהיקף,,,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא topic יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
,,,,rectangle_diagonal,mcq-distractor-classifier|utils/geometry-question-generator.js:diagonal_rectangle,no,NO_VALID_FIXTURE,,G-01,3,0.6,shape_property_confusion|quadrilateral_confusion|parallel_perpendicular_confusion|rectangle_diagonal,,בלבול בין תכונות של צורות,,,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא topic יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
,,,,square_perimeter_compute,mcq-distractor-classifier|utils/geometry-question-generator.js:square_perimeter,no,NO_VALID_FIXTURE,,G-06,3,0.6,perimeter_area_confusion|unit_error|perimeter_formula_error|formula_selection_error|square_perimeter_compute|circle_perimeter_compute,,שימוש לא נכון ביחידת מידה בהיקף,,,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא topic יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
,,,,circle_perimeter_compute,mcq-distractor-classifier|utils/geometry-question-generator.js:circle_perimeter,no,NO_VALID_FIXTURE,,G-06,3,0.6,perimeter_area_confusion|unit_error|perimeter_formula_error|formula_selection_error|square_perimeter_compute|circle_perimeter_compute,,שימוש לא נכון ביחידת מידה בהיקף,,,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא topic יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
geometry,g5,מדידה,קריאת מד זווית,angle_range_error,mcq-option-evidence-tagging|utils/geometry-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,G-02,3,0.6,angle_range_error|protractor_reading_error|triangle_angle_sum_error,,קריאה לא נכונה של זווית במד זווית,66,68,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא מדידה יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
geometry,g2,סיבוב,כיוון/זווית,transformation_error,mcq-option-evidence-tagging|utils/geometry-conceptual-bank.js,yes,PASS,REAL_RUNTIME_classifier,G-04,3,0.6,transformation_error|rotation_direction_error,,סיבוב בכיוון הלא נכון,הזזה,סיבוב,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא סיבוב יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
,,,,rotation_direction_error,mcq-distractor-classifier|utils/geometry-question-generator.js:transform_confusion,no,NO_VALID_FIXTURE,,G-04,3,0.6,transformation_error|rotation_direction_error,,סיבוב בכיוון הלא נכון,,,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא topic יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
geometry,g4,צורה,ציר,symmetry_error,mcq-option-evidence-tagging|utils/geometry-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,G-07,3,0.6,symmetry_error|symmetry_axis_confusion,,בחירת ציר סימטריה לא נכון,4,1,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא צורה יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
hebrew,,דפוס,משפחת כתיב,spelling_pattern_error,hebrew-typed-classifier|lib/learning/classifiers/hebrew-typed-classifier.js,yes,PASS,REAL_RUNTIME_classifier,H-03,3,0.6,spelling_pattern_error|writing_pattern_error,,שגיאת כתיב חוזרת באותה משפחת מילים,בית,ביט,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא דפוס יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
,,,,writing_pattern_error,hebrew-numeric-classifier|lib/learning/fuzzy-tolerance-hebrew.js,no,NO_VALID_FIXTURE,,H-03,3,0.6,spelling_pattern_error|writing_pattern_error,,שגיאת כתיב חוזרת באותה משפחת מילים,,,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא topic יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
english,,איות,תבניות שקטות,spelling_error,english-typed-classifier|lib/learning/classifiers/english-typed-classifier.js,yes,PASS,REAL_RUNTIME_classifier,E-07,3,0.6,writing_error|spelling_error,,שגיאת איות חוזרת,hello,helo,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא איות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
,,,,writing_error,english-numeric-classifier|lib/learning/fuzzy-tolerance-english.js,no,NO_VALID_FIXTURE,,E-07,3,0.6,writing_error|spelling_error,,שגיאת איות חוזרת,,,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא topic יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
english,,זמנים,סממן זמן,grammar_error,mcq-option-evidence-tagging|data/english-questions/grammar-pools.js,yes,PASS,REAL_RUNTIME_classifier,H-06,3,0.6,verb_tense_error|tense_confusion,,סדר מילים לא תקין במשפט,am,is,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא זמנים יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
english,g3,grammar,tense,tense_error,english-numeric-classifier|english-diagnostic-eval proveEnglishTenseAlt,yes,PASS,supplemental_classifier_TEP,E-02,4,0.6,grammar_error|tense_error|agreement_error,,בלבול בין זמן עבר לזמן הווה באנגלית,went,go,4,7,16,0.25,0.5714,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא grammar יש חלק שדורש חיזוק (16 שאלות, 56% דיוק). כדאי חיזוק ממוקד. מבוסס על 16 שאלות שנפתרו בנושא.",false,true,
english,g1,grammar,be forms,agreement_error,english-numeric-classifier|english-diagnostic-eval,yes,PASS,supplemental_classifier_TEP,E-02,4,0.6,grammar_error|tense_error|agreement_error,,בלבול בין זמן עבר לזמן הווה באנגלית,am,is,4,7,16,0.25,0.5714,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא grammar יש חלק שדורש חיזוק (16 שאלות, 56% דיוק). כדאי חיזוק ממוקד. מבוסס על 16 שאלות שנפתרו בנושא.",false,true,
english,,הקשר,collocation,vocabulary_meaning_error,mcq-option-evidence-tagging|utils/english-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,E-01,3,0.6,vocabulary_meaning_error|collocation_error|word_choice_error,,תרגום מילולי שאינו מתאים להקשר,גבינה,חמאה,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא הקשר יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
english,,פריסה,מעקב שורות,translation_error,mcq-option-evidence-tagging|utils/english-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,E-03,3,0.6,translation_error|word_order_error,,דילוג או מעבר שגוי בין שורות בטקסט,לפעמים אנחנו רוכבים על אופניים לפארק כשמזג האוויר נעים,מלח,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא פריסה יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
english,,התאמה,כינוי לנושא,preposition_error,mcq-option-evidence-tagging|utils/english-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,E-04,4,0.6,preposition_error|article_error,,חוסר התאמה בין כינוי הגוף לצורת הפועל,לחסוך באנרגיה,אגודל,4,7,16,0.25,0.5714,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא התאמה יש חלק שדורש חיזוק (16 שאלות, 56% דיוק). כדאי חיזוק ממוקד. מבוסס על 16 שאלות שנפתרו בנושא.",false,true,
english,,שימוש,preposition,phrasal_verb_error,mcq-option-evidence-tagging|utils/english-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,E-05,3,0.6,preposition_phrase_error|phrasal_verb_error,,בחירת מילת יחס לא מתאימה,תוכנה,דודה,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא שימוש יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
english,,הבנה,inference,sentence_structure_error,mcq-option-evidence-tagging|data/english-questions/sentence-pools.js,yes,PASS,REAL_RUNTIME_classifier,H-07,3,0.6,punctuation_error|sentence_structure_error,,קושי ביצירת רצף בין משפטים,have,has,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא הבנה יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
english,,פונמי,minimal pairs,phonics_minimal_pair_error,english-question-generator|utils/english-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,E-08,3,0.6,phonics_minimal_pair_error,,בלבול בין צלילים דומים,mat,bat,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא פונמי יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
hebrew,g3,הקשר,נרדפת,vocabulary_context_error,mcq-option-evidence-tagging|utils/hebrew-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,H-01,3,0.6,vocabulary_context_error|synonym_confusion|meaning_error,,בחירת מילה דומה שאינה מתאימה להקשר,מורה,ספר,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא הקשר יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
hebrew,,התאמה,מגדר/מספר,grammar_agreement_error,mcq-option-evidence-tagging|utils/hebrew-rich-question-bank.js,yes,PASS,REAL_RUNTIME_classifier,H-02,4,0.6,gender_number_agreement|grammar_agreement_error,,חוסר התאמה במין או במספר במשפט,הם הלכו הביתה,הם הלך הביתה,4,7,16,0.25,0.5714,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא התאמה יש חלק שדורש חיזוק (16 שאלות, 56% דיוק). כדאי חיזוק ממוקד. מבוסס על 16 שאלות שנפתרו בנושא.",false,true,
hebrew,,עובדה,חיפוש,reading_comprehension_error,mcq-option-evidence-tagging|utils/hebrew-rich-question-bank.js,yes,PASS,REAL_RUNTIME_classifier,H-04,3,0.6,reading_comprehension_error|main_idea_error|inference_error,,קושי באיתור מידע מפורש בטקסט,שם את הספר בתיק,קנה ספר חדש,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא עובדה יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
hebrew,,הקשר,הומופון,homophone_confusion,hebrew-typed-classifier|lib/learning/classifiers/hebrew-typed-classifier.js,yes,PASS,REAL_RUNTIME_classifier,H-05,4,0.6,homophone_confusion|homograph_error,,בחירת מילה שנשמעת דומה אך אינה מתאימה להקשר,יור,יוד,4,7,16,0.25,0.5714,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא הקשר יש חלק שדורש חיזוק (16 שאלות, 56% דיוק). כדאי חיזוק ממוקד. מבוסס על 16 שאלות שנפתרו בנושא.",false,true,
hebrew,,הקשר,הומופון,homograph_error,hebrew-numeric-classifier|lib/learning/classifiers/hebrew-typed-classifier.js,yes,PASS,REAL_RUNTIME_classifier,H-05,4,0.6,homophone_confusion|homograph_error,,בחירת מילה שנשמעת דומה אך אינה מתאימה להקשר,יור,יוד,4,7,16,0.25,0.5714,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא הקשר יש חלק שדורש חיזוק (16 שאלות, 56% דיוק). כדאי חיזוק ממוקד. מבוסס על 16 שאלות שנפתרו בנושא.",false,true,
hebrew,,משפט,סדר שאלה,verb_tense_error,mcq-option-evidence-tagging|utils/hebrew-rich-question-bank.js,yes,PASS,REAL_RUNTIME_classifier,H-06,3,0.6,verb_tense_error|tense_confusion,,סדר מילים לא תקין במשפט,יושבת,יושב,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא משפט יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
hebrew,,ניסוח,חיבור משפטים,punctuation_error,mcq-option-evidence-tagging|utils/hebrew-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,H-07,3,0.6,punctuation_error|sentence_structure_error,,קושי ביצירת רצף בין משפטים,דני אכל ושתה.,דני אכל. ושתה.,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא ניסוח יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
hebrew,,ניסוח,פורמליות,speaking_expression_error,mcq-option-evidence-tagging|utils/hebrew-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,H-08,3,0.6,speaking_expression_error|oral_comprehension_error,,שימוש במשלב שאינו מתאים להקשר,לדבר בכבוד ולהסביר,לצעוק,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא ניסוח יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
science,,סיווג,תכונה מול תהליך,concept_confusion,mcq-option-evidence-tagging|data/science-questions.js,yes,PASS,REAL_RUNTIME_classifier,S-01,3,0.6,classification_error|classification_confusion|concept_confusion,,מיון לפי קטגוריה לא מתאימה,"בחזה, מעט משמאל למרכז","בבטן העליונה, באזור הכבד",3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא סיווג יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
science,,ניסוי,משתנה מבודד,variable_control_error,mcq-option-evidence-tagging|data/science-questions.js,yes,PASS,REAL_RUNTIME_classifier,S-02,3,0.6,variable_control_error|experiment_design_error,,שינוי של יותר ממשתנה אחד בניסוי,"בכוס שבשמש, כי השמש מעבירה חום","בכוס שבצל, כי שם פחות קרני שמש מגיעות ישירות למים",3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא ניסוי יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
science,,מערכות,מיקום/זרימה,body_system_confusion,mcq-option-evidence-tagging|data/science-questions.js,yes,PASS,REAL_RUNTIME_classifier,S-03,3,0.6,body_system_confusion|organ_function_error,,סדר או מיקום לא נכון במערכת,"בחזה, מעט משמאל למרכז","בחזה, בצד ימין של הגוף",3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא מערכות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
science,,מצבי צבירה,שימור מסה,material_property_error,mcq-option-evidence-tagging|data/science-questions.js,yes,PASS,REAL_RUNTIME_classifier,S-04,3,0.6,material_property_error|state_of_matter_error,,קושי בהבנת שימור החומר,מוצק,נוזל,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא מצבי צבירה יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
science,,יחידות,המרת יחידות,physical_chemical_confusion,mcq-option-evidence-tagging|data/science-questions.js,yes,PASS,REAL_RUNTIME_classifier,S-04,3,0.6,material_property_error|state_of_matter_error,,קושי בהבנת שימור החומר,מוצק,נוזל,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא יחידות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
science,,גרף,קריאת ציר,planet_confusion,mcq-option-evidence-tagging|data/science-questions.js,yes,PASS,REAL_RUNTIME_classifier,S-06,3,0.6,earth_space_error|planet_confusion,,קריאה לא נכונה של ערך מתוך גרף,כי כדור הארץ מסתובב סביב צירו ביחס לשמש,כי כדור הארץ מסתובב סביב השמש פעם ביום,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא גרף יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
science,,יחסים,מערכת אקולוגית ויחסים בין יצורים,ecosystem_confusion,mcq-option-evidence-tagging|data/science-questions.js,yes,PASS,REAL_RUNTIME_classifier,S-07,3,0.6,environment_error|ecosystem_confusion,,בלבול בין רמות במערכת אקולוגית,רצף של יצורים חיים שבו כל יצור משמש מזון ליצור הבא אחריו,כל היצורים באזור שאוכלים מאותו מקור מים בלי יחס טורף-טרף,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא יחסים יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
science,,היגיון,מקור לטענה,animal_classification_error,mcq-option-evidence-tagging|data/science-questions.js,yes,PASS,REAL_RUNTIME_classifier,S-01,3,0.6,classification_error|classification_confusion|concept_confusion,,מיון לפי קטגוריה לא מתאימה,חתול,צפרדע,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא היגיון יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
moledet_geography,,מפה,סולם,map_reading_error,mcq-option-evidence-tagging|data/geography-questions/g5.js,yes,PASS,REAL_RUNTIME_classifier,MG-01,3,0.6,map_reading_error|scale_error|direction_error,,חישוב או פירוש לא נכון של מרחק לפי קנה מידה,מיקום במפה,צבעים במפה,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא מפה יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
moledet-geography,g4,מפה,כיוונים,direction_error,moledet-typed-classifier|moledet-diagnostic-eval,yes,PASS,supplemental_classifier_TEP,MG-01,3,0.6,map_reading_error|scale_error|direction_error,,חישוב או פירוש לא נכון של מרחק לפי קנה מידה,צפון,דרום,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא מפה יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
moledet_geography,,כיוון,צפון מוחלט,location_error,mcq-option-evidence-tagging|data/geography-questions/g5.js,yes,PASS,REAL_RUNTIME_classifier,MG-02,3,0.6,location_error|region_confusion,,בלבול בכיוונים כאשר המפה מסובבת,רשת של קווים במפה,רק נקודה אחת,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא כיוון יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
moledet_geography,,אזרחות,זכות/חובה,citizenship_error,mcq-option-evidence-tagging|utils/moledet-geography-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,MG-03,4,0.6,citizenship_error|rights_duties_confusion,,בלבול בין זכות לחובה,"ממשל, כנסת, ממשלה",רק ממשל,4,7,16,0.25,0.5714,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא אזרחות יש חלק שדורש חיזוק (16 שאלות, 56% דיוק). כדאי חיזוק ממוקד. מבוסס על 16 שאלות שנפתרו בנושא.",false,true,
moledet_geography,,ציר,סדר אירועים,homeland_identity_error,mcq-option-evidence-tagging|utils/moledet-geography-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,MG-04,3,0.6,homeland_identity_error|heritage_confusion,,סידור אירועים בסדר הפוך,מזג האוויר בישראל,רק טמפרטורה,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא ציר יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
moledet_geography,,אקלים,מפת אקלים,landform_confusion,mcq-option-evidence-tagging|data/geography-questions/g5.js,yes,PASS,REAL_RUNTIME_classifier,MG-05,3,0.6,geography_feature_error|landform_confusion,,שיוך אזור לאקלים לא מתאים,רשת של קווים במפה,רק קו אחד,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא אקלים יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
moledet_geography,,אוכלוסין,סיבהתוצאה,values_error,mcq-option-evidence-tagging|utils/moledet-geography-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,MG-06,3,0.6,values_error|community_values_confusion,,בחירת סיבה שאינה מתאימה לתוצאה,כללי התנהגות,רק משחקים,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא אוכלוסין יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
moledet_geography,,מוסדות,תפקיד מוסד,community_error,mcq-option-evidence-tagging|utils/moledet-geography-question-generator.js,yes,PASS,REAL_RUNTIME_classifier,MG-07,3,0.6,community_error|social_structure_confusion,,בלבול בין תפקידי מוסדות,"רעידות אדמה, שטפונות",רק רעידות אדמה,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא מוסדות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
moledet_geography,,נוף,סימבולים,map_symbol_error,mcq-option-evidence-tagging|data/geography-questions/g5.js,yes,PASS,REAL_RUNTIME_classifier,MG-08,3,0.6,map_symbol_error|legend_confusion,,פירוש לא נכון של סימן במפה,מיקום במפה,מספרים במפה,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא נוף יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
history,,יסודות,מושגים היסטוריים,historical_concept_error,mcq-option-evidence-tagging|data/history-questions/g6-generated.js,yes,PASS,REAL_RUNTIME_classifier,HI-01,3,0.6,concept_confusion|fact_recall_gap|historical_concept_error,,בלבול בין מושגים היסטוריים,חקר העבר האנושי על סמך מקורות וראיות,רשימת שמות מלכים בלבד,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא יסודות יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
history,,רצף,ציר זמן ורצף אירועים,timeline_sequence_error,mcq-option-evidence-tagging|data/history-questions/g6-generated.js,yes,PASS,REAL_RUNTIME_classifier,HI-02,3,0.6,timeline_sequence_error|chronology_error,,סידור אירועים בסדר זמן שגוי,חקר העבר האנושי על סמך מקורות וראיות,חיזוי העתיד לפי מזג האוויר,3,5,12,0.25,0.6,1,1,consistent,strong,,topic_needs_strengthening,collect_more_evidence,"בנושא רצף יש חלק שדורש חיזוק (12 שאלות, 58% דיוק). כדאי חיזוק ממוקד. מבוסס על 12 שאלות שנפתרו בנושא.",false,true,
