student,subject,topic,q,accuracy,engineDecisionBefore,engineDecisionAfter,adcActionBefore,adcActionAfter,reason
AAA6,math,multiplication::grade:g3,20,50,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (2) from approved tags in snapshot patterns
AAA6,math,addition::grade:g3,25,60,topic_needs_strengthening,topic_needs_strengthening,practice_more,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA6,english,vocabulary::grade:g3,25,60,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (2) from approved tags in snapshot patterns
AAA6,english,grammar::grade:g3,20,50,topic_needs_strengthening,topic_needs_strengthening,targeted_practice,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA6,moledet-geography,homeland::grade:g3,12,67,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,geometry,symmetry::grade:g4,5,60,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,english,grammar::grade:g4,6,67,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,geometry,symmetry::grade:g4,10,60,topic_needs_strengthening,topic_needs_strengthening,targeted_practice,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,geometry,area::grade:g4,10,60,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,english,grammar::grade:g4,12,67,topic_needs_strengthening,topic_needs_strengthening,targeted_practice,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,geometry,symmetry::grade:g4,15,60,topic_needs_strengthening,topic_needs_strengthening,targeted_practice,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,geometry,area::grade:g4,15,60,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,english,grammar::grade:g4,18,67,topic_needs_strengthening,topic_needs_strengthening,targeted_practice,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,geometry,symmetry::grade:g4,20,60,topic_needs_strengthening,topic_needs_strengthening,targeted_practice,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,english,sentences::grade:g4,9,67,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,english,grammar::grade:g4,24,67,topic_needs_strengthening,topic_needs_strengthening,targeted_practice,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,hebrew,grammar::grade:g4,12,67,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,geometry,symmetry::grade:g4,25,60,topic_needs_strengthening,topic_needs_strengthening,targeted_practice,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,english,sentences::grade:g4,9,67,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,english,grammar::grade:g4,27,67,topic_needs_strengthening,topic_needs_strengthening,targeted_practice,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA7,hebrew,grammar::grade:g4,12,67,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA8,moledet-geography,homeland::grade:g4,6,67,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA8,math,multiplication::grade:g4,9,67,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA8,moledet-geography,homeland::grade:g4,9,67,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA8,math,multiplication::grade:g4,11,73,partial_stable,partial_stable,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA8,moledet-geography,homeland::grade:g4,11,73,partial_stable,partial_stable,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA8,math,multiplication::grade:g4,14,71,partial_stable,partial_stable,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA8,moledet-geography,homeland::grade:g4,14,71,partial_stable,partial_stable,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,english,grammar::grade:g5,10,60,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,english,grammar::grade:g5,20,60,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,science,earth_space::grade:g5,11,64,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,english,grammar::grade:g5,30,60,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,science,earth_space::grade:g5,17,59,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,science,experiments::grade:g5,5,20,clear_topic_gap,clear_topic_gap,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,moledet-geography,homeland::grade:g5,12,67,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,math,percentages::grade:g5,21,90,mastery_stable,mastery_stable,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,english,grammar::grade:g5,40,60,topic_needs_strengthening,topic_needs_strengthening,targeted_practice,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,science,earth_space::grade:g5,24,63,topic_needs_strengthening,topic_needs_strengthening,practice_more,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,science,experiments::grade:g5,6,33,clear_topic_gap,clear_topic_gap,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,moledet-geography,homeland::grade:g5,16,75,partial_stable,partial_stable,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,math,percentages::grade:g5,21,90,mastery_stable,mastery_stable,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,english,grammar::grade:g5,45,60,topic_needs_strengthening,topic_needs_strengthening,targeted_practice,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,science,earth_space::grade:g5,29,62,topic_needs_strengthening,topic_needs_strengthening,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,science,experiments::grade:g5,6,33,clear_topic_gap,clear_topic_gap,give_probe_questions,collect_more_evidence,factualObservations added (1) from approved tags in snapshot patterns
AAA9,moledet-geography,homeland::grade:g5,19,74,partial_stable,partial_stable,give_probe_questions,collect_more_evidence,factualObservations added (2) from approved tags in snapshot patterns
